sample_no,source,source_subtype,review_id,review_date,stay_date,author,profile,rating,bath_score,language,is_onsen_related,bath_area_tags,matched_keywords,room_or_plan,title,body,source_url,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
1,Jalan,jalan_current,15378549,2026/6/21,,,,,5,ja,True,room_open_air_bath,風呂;露天;半露天;湯;お湯;時間,,満足です,スタッフの丁寧な対応にとても満足しました 天候や飛行機の遅れ等で到着時間が遅れてしまいましたが、とても丁寧に対応していただきました。お若いスタッフの方々でしたがとても気持ち良い対応で、教育が行き届いていることと思います 九州一周をしていると話したら、おすすめの旅行プランを教えてくれたり、会話でも楽しませていただきました お部屋も古めながら趣と清潔感があり、心地よく過ごせました 繁縷というお部屋で、お部屋内の半露天風呂もかけ流しではないものの、湯温の調整もできていいお湯を楽しませていただきました 食事はとても工夫されたもので、量的には少し押さえぎみな感じがありましたが、私たちには丁度良いボリュームでこちらも満足です また泊まりたいと思わせてくれるお宿のひとつとなりました クーポンを使ったのでコスパは高目と思います,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
2,Jalan,jalan_current,15344598,2026/6/4,,,,,5,ja,True,room_open_air_bath,温泉;風呂;露天;半露天,,のんびりできました,部屋に半露天風呂があり、好きなタイミングで何度でも温泉を楽しめました。関アジのお造りが付いたプランでしたが、関アジはもちろん他のメニューもとても美味しくいただきました。2食とも部屋食だったのでさらにゆっくり過ごせました。のんびりしたい方にはぴったりだと思います。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
3,Jalan,jalan_current,15334348,2026/5/31,,,,,5,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;貸切,,満足のいくスタッフの親切さとサービス,スタッフの応対と接客がとても満足しています。部屋で応対された夕食懐石のクオリティがとても満足です。大分特産カボスを入れたハイボールは独特の風味で料理とよく合い、数杯で食べたかったです。 「御形」ルーム庭園の景色も絶品でした。部屋で楽しむ半露天風呂と、貸切風呂で楽しむ休憩は旅館の外に出る必要をなくします。朝食までサービスを受けたら、自然にもっと宿泊したくなります。特に、滞在中の子供の食事や座席などへの配慮がありました。料金は少し高いですが、ジャランのクーポンで補完されます。是非また会いたいです。 （翻訳機に翻訳します。）,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
4,Jalan,jalan_current,15223499,2026/4/13,,,,,3,ja,True,private_bath,風呂;予約,,部屋から見える桜が. . .,何度か宿泊してますが、今回は以前泊まった際に仲居さんに見事な桜が部屋から見れますと言われて予約しましたが、周辺は満開でしたが部屋からの桜はまだまだの状況で残念でした。自然のものだから致し方ありません。 夕食はいつも美味しく頂きます。貸し切り風呂もありゆっくり出来ます。 またお世話になります。,https://www.jalan.net/yad397509/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
5,Jalan,jalan_current,15213388,2026/4/9,,,,,4,ja,False,,,,夕飯大満足,部屋食でゆっくり食べたり呑んだりできました。これだったら小さい子供がいても安心して過ごせると思います。内容もおしゃれで繊細な料理が多くとても満足でした。さすが関アジは身が締まっており脂がのってとても美味しかったです。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
6,Jalan,jalan_current,15128822,2026/3/2,,,,,5,ja,False,,,,2人でゆっくりしたい方におすすめ,全体的には良かったです ただ彼が食事が足りなくて 夜中お腹すいた～と言ってました。 他の旅館より少なめでした。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
7,Jalan,jalan_current,15102021,2026/2/19,,,,,3,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;貸切;狭,,貸切り風呂がステキでした。,お部屋に半露天風呂が付いてました。少し狭い感じがしましたがウッドデッキが広いので夏場などは良いのかもしれません。目の前には川があるのですが、その先にマンションがあるので少し人目が気になる感じもしました。,https://www.jalan.net/yad397509/kuchikomi/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
8,Jalan,jalan_current,15056844,2026/1/28,,,,,4,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;貸切,,部屋食に癒されました,妻の誕生日にお世話になりましたが、朝夕共に部屋食でゆっくり出来ましたし、貸切風呂も部屋の半露天風呂でもゆっくり出来て妻も喜んでいました。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
9,Jalan,jalan_current,15006353,2026/1/5,,,,,3,ja,True,facility_wide,水,,カップル,お部屋、雰囲気は凄く良かった。料理も美味しかったです。 けど横の部屋の人らの声や物音が夜酷く、何も流してないのに排水溝から逆流する音がして、寝付きが悪かった。,https://www.jalan.net/yad397509/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
10,Jalan,jalan_current,14975968,2025/12/24,,,,,3,ja,True,room_bath,風呂,,とても静かなひと時を過ごせます。,今回は素泊まりプランを利用しました。 とても静かな宿なので、ゆっくり過ごすなら良いと思います。 お部屋のお風呂は、ちょっと残念でした。 家族風呂は大丈夫です。,https://www.jalan.net/yad397509/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
11,Jalan,jalan_current,14907577,2025/11/25,,,,,4,ja,True,facility_wide,風呂;露天,,恋人！誕生日旅行！,落ち着いた雰囲気！部屋付きの露天風呂は最高！すこし気になったのは、部屋付き露天風呂で外から見られないようになってるフェンス状なものをもう少し高さが欲しいなと思いました。立ったら隣の家から見られるのではないかとすこし心配になった！それ以外はとても良かったです！,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
12,Jalan,jalan_current,14898978,2025/11/21,,,,,3,ja,True,facility_wide,風呂;浴;時間,,プライベート感が良かった,お気に入りに追加。 食事の味付けが好みでした。 朝食も美味しかった。 スタッフさんも言葉を遮る事無く間を持って対応して下さるので快かったです。 お風呂使用後のダブ？スリッパ置き場に置くの？ 最初の説明を聞いて理解出来てなかったかな。 チェックアウト日の入浴可能時間など,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
13,Jalan,jalan_current,14874014,2025/11/11,,,,,5,ja,True,private_bath,温泉;貸切;予約,,貸切温泉もご飯も接客も素敵,温泉に入りたいという誕生日の彼氏の希望で探して、予約しました。 貸切温泉3つはもちろん、お部屋の温泉も最高で、夜も朝も入って癒されました。朝ごはんもとても美味しくて、普段朝は食べないわたしでも完食、彼氏もおいしい！と、とても喜んでいました。 また一緒に来ようと話しています。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
14,Jalan,jalan_current,14845646,2025/10/31,,,,,5,ja,False,,,,全てにおいて大満足,接客もそうですが夕食から朝食まで全てにおいて大満足でした！ いい記念日の旅行になりました！ ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
15,Jalan,jalan_current,14798301,2025/10/12,,,,,4,ja,True,private_bath,温泉,,スタッフさんの対応素晴らしい！！,夫婦旅で利用させて頂きました。 お部屋に温泉があり、お部屋で2人だけでの食事が理想だったのでとても満足してます。 貸し切り温泉も三つあり、残念ながら全部の温泉には入れなかったのですが、朝早く起きて温泉に浸かり本当に心も身体も癒されました。主人が宮崎から大分まで運転だったので温泉に浸かり美味しいご飯を食べ日頃の疲れも少しはとれたのかなぁと。 私個人では、朝のご飯が最高でした！,https://www.jalan.net/yad397509/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
16,Jalan,jalan_archive,14548821,2025/7/4,,,,,5,ja,True,facility_wide,温泉;風呂;源泉;時間,,夫婦での旅行でした。,夫婦での1泊旅行でした。源泉かけ流しの宿を探して１泊旅行を楽しんでます。今回も自宅から２時間程の別府の宿で部屋にも温泉の内風呂があり、家族風呂も３部屋あり、ゆっくり温泉を楽しむことが出来ました。夕、朝食とも美味しく、量も丁度いい量だったと思います。食事が部屋食なので他の宿泊客と会うこともなく静かに過ごせました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
17,Jalan,jalan_archive,14531812,2025/6/26,,,,,5,ja,True,public_bath,温泉;風呂;湯;浴,,家族風呂満喫 お部屋で食事,建物は以前企業の別荘で利用されていたらしく古民家風でしたが清潔感もあり お風呂は大浴場ではないけど家族風呂を利用しました 鉄輪温泉なのて湯質は最高に気持ちよかったです 母が高齢のため部屋食で助かりました お肉も小さくカットしてくださったり助かりました 担当の方も親切で本当にお世話になりました 姪がアイロンとアイロン台をお借りしたくてフロントに電話したところ女性のスタッフの方が色々探してくださったようです 残念ながらアイロンはなかったのですが 心つかいに温かい気持ちになりました また帰省の際は伺いたいです ありがとうございました,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
18,Jalan,jalan_archive,14308037,2025/3/19,,,,,5,ja,True,facility_wide,浴,,おもてなしに感動,幼児二人連れでの宿泊で色々心配していましたが、担当の方をはじめ、スタッフ皆さんが優しくしてくださり、子ども達もとても楽しんで過ごしてくれました。子供用の浴衣や布団のことなど、迅速に対応していただいてありがたかったです。 長男の妊娠中に利用させてもらって以来の、二回目の宿泊でしたが、変わらぬ暖かい接客に感動し、「また来て良かった、また来よう」と思いました。 大変お世話になりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
19,Jalan,jalan_archive,14123942,2024/12/18,,,,,5,ja,True,room_bath,温泉;風呂;露天;浴,,また訪れたいと思える宿が増えました,多くの宿泊客で賑わう大きなホテルではなく、ゆっくりのんびりできる宿として別邸はる樹さまに宿泊しました。 私たちからすると子供の年齢になるような若い接客係の男性でしたが、物腰柔らかい声掛けや気遣い、しっかり指導教育がなされているんだろうと感心いたしました。「布団くらい自分で敷きますよ」と言いたくなる感じでした。 部屋風呂と露天風呂、気兼ねなく何時でも入浴することができ体の芯から温まりました。 食事はオーソドックスな会席料理でしたが、どれも美味しく大変満足しました。 別府は仕事で数年間過ごしたこともあり、とても愛着のある場所です。また温泉旅行の際、宿に迷うことがあれば「別邸はる樹」様を利用させて頂きたいと思える素敵なお宿でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
20,Jalan,jalan_archive,14007093,2024/10/12,,,,,4,ja,True,private_bath,風呂;貸切,,ゆっくりできる宿,別府を観光する際に利用させて頂きました。 とても落ち着いた雰囲気で、ゆっくりすることが出来ました。 貸切風呂が3か所あるということで、全て制覇させて頂きました。 夕食もオシャレな見た目と地元の食材を使ったもので大変美味しかったです。ただ、品数が少し少なく物足りなかったことと、サーモンを使ったお料理が3回も出てきたため、少し飽きを感じました。 あとは、生ビールが欲しかったです。瓶だとちょっと、、 アメニティに関しては、ボディタオルが欲しかったです。 フェイスタオルをボディタオル代わりにしても良かったのですが、お風呂用のボディタオルがあればなおよしかもです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
21,Jalan,jalan_archive,13941190,2024/9/3,,,,,4,ja,True,facility_wide,温泉,,高齢の両親とのんびりとくつろぐことができました,部屋を出ることなく食事と温泉を楽しむことができて満足できました。高齢の両親に高さのある座椅子を薦め用意していただくなど心づかいを嬉しく思いました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
22,Jalan,jalan_archive,13899725,2024/8/13,,,,,5,ja,True,room_open_air_bath,温泉;風呂;露天;半露天,,おもてなしが最高。,まずチェックイン時の対応が良かったです。 お部屋の半露天風呂（温泉）ではお庭を見ながらゆったりくつろげ、お食事（夕食）はとても豪華、お酒もオリジナルのお酒で料理 と共に美味しく頂けました。お部屋担当だった方の笑顔での対応、そして何よりも気遣い に感動しました。またリピートしたい宿です。有り難うございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
23,Jalan,jalan_archive,13840572,2024/7/10,,,,,3,ja,True,room_open_air_bath,温泉;風呂;露天;湯,,うーむ,夫婦で初めて鉄輪温泉に旅行を計画 大分は別府や湯布院は泊まったことがあるものの鉄輪温泉は初めてでした 山口から熊本を周り露天風呂付きの静かなお宿をそれぞれ選びました お宿は閑静な住宅街にあり住所をナビに入れても近くまで 仕方なく宅急便の人に２回聞いてようやく辿り着きました 若いスタッフの方ばかりですが言葉遣いも丁寧で好感がもてました 期待が高すぎたのかもしれませんがお料理もなんかしっくりきませんでした 機械的というかマニュアル通りというか 大分って魚介のイメージを勝手に持ってたのですが鮭のメニューが多すぎてうーんってなったのと他の方の口コミにもあったけど朝ごはんも出来合いが多いなってのと白米の少なさ(＞人＜;) お布団もビックリするくらい薄くて主人と笑ってしまいました そして1番は歯ブラシです 今時あのレベルの歯ブラシ置いてる所無いと思いました コストパフォーマンスを言われてましたが目に見えるところはせめて標準レベルにしてもらいたいです 朝食で布団上げに来られテーブルを置き直す時は引きずっておられましたよ 目に見えない心の部分のコストパフォーマンスも良くは思えませんでした,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
24,Jalan,jalan_archive,13619783,2024/3/17,,,,,5,ja,False,,,,別府のおすすめ隠れ宿,4回目の利用になりますが、いつ伺ってもとても心遣いの感じる接客、美味しいご飯で癒され、リフレッシュさせて頂いています。また是非伺いたいと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
25,Jalan,jalan_archive,13505533,2024/1/8,,,,,5,ja,True,private_bath,温泉;風呂,,父と母に感謝を込めた旅行,なかなか旅行に連れて行けない父と母に長年の感謝を込めた旅の宿にはる樹さんを選ばせていただきました。落ち着いた佇まいや、スタッフの方の温かい接客、貸し切り風呂の快適さ、手の込んだ料理など。素敵ねぇ、スタッフの方も感じがいいねと喜んでくれました。夜も朝もお部屋の温泉に入ってくれました。 観光について勉強中の大学生の息子は、隅々まで勉強になる様で感心しきりでした。庭の桜が咲く頃はまた綺麗でしょうね、鳥の鳴き声や、床の間に浮かぶ陽光がうつろうのもとてもすてきでした。 ここに書ききれないくらい楽しい思い出をありがとうございました！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
26,Jalan,jalan_archive,13465740,2023/12/17,,,,,5,ja,True,private_bath,風呂;肌;貸切;予約,,大満足！！！,とても良いお宿でした。 料理がとても美味しかったです！お刺身、しゃぶしゃぶその他どれも最高でした！！日本酒もたくさん堪能できました！ お風呂も予約なしの貸切風呂で、何度も入ることができ、お肌スベスベ髪もサラサラになりました！ 接客も愛想良く、心配りも丁寧で大変よかったです。 また、利用したいと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
27,Jalan,jalan_archive,13423441,2023/11/23,,,,,4,ja,True,room_open_air_bath,風呂;露天;半露天,,静かにゆっくり過ごせました,料理も、風呂も最高！部屋に半露天があって静かにゆっくり過ごせました。眺望はなかったですが春木川のせせらぎを聞きながら過ごせたのもよかったです。眺望と朝食（作り置き感が少しありました）は少しマイナスポイントでした。桜の季節にまた伺えたらと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
28,Jalan,jalan_archive,13316266,2023/9/29,,,,,5,ja,True,facility_wide,風呂;時間,,内風呂、最高。,従業員さんの対応も良く、程よく施設内が清潔で、ゆっくりできました。今回、内風呂付きの部屋を利用したので、時間を気にする事なく、ゆっくり入れました。夕食も量がちょうど良く、美味しく頂けました。食前酒から始まり、無花果の白和えなど、メインのしゃぶしゃぶなど、大変美味しかったです。夜食で、瓶ビールを注文したら、サプライズがありました。朝食も部屋食でしたが、布団を整理してもらった後に、すぐ準備されるので、部屋内のほこりがたち、少し気になりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
29,Jalan,jalan_archive,13308397,2023/9/25,,,,,4,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;掃除;狭,,ゆっくり過ごせます,お部屋は少し狭く感じましたが素敵なお部屋でした お盆の暑い盛りで 出掛ける気力もなく ずっと宿ではお部屋かお部屋の半露天風呂 ふらっと貸し切り風呂に行っても空いているので ホントに穏やかにゆっくり過ごすことができました チェックインから 他のお客さまと接触しない様な配慮はなされていましたが 夫が電子タバコを吸いますので 喫煙場所は通路に当たる様な所 他のお客さまに申し訳なく思いました 朝夕部屋食で 他人さまの目を気にせず美味しく頂戴しました 量的にも丁度良い感じでした 朝の鯛めしは とても美味しかったのが印象に残っています 台風が長らく居座り落ち葉のお掃除や窓ガラスの清掃が 大変だったと思いますが とても綺麗に整えて迎え入れて下さいました ありがとうございました,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
30,Jalan,jalan_archive,13175962,2023/7/15,,,,,4,ja,True,room_bath,風呂;湯;時間,,還暦旅行,今回は、還暦祝い及び友人夫妻のお誕生日会も兼ねての旅でした。 奥様達も気兼ねする事なく、湯船に浸かれる部屋風呂でゆっくりのんびり出来たとの高評価 料理は彩りも良く、大分の名物を使った季節感あるメニュー 女性受けも良く、また来たいとの事で友人の旦那様も奥様孝行出来たと喜んでました。 接客対応も、迅速で丁寧な対応また笑顔のたえない対応で癒されました。 お世話になりました。 また、時間あれば訪れたい宿となりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
31,Jalan,jalan_archive,13100742,2023/5/29,,,,,4,ja,True,facility_wide,湯;お湯;熱;熱い,,すっきりしない…,"評価が良かったので宿泊してみました。 スタッフさんは、とても感じ良く親切な対応をしてくださいました。 期待していた夕食は、美味しくないとは思いませんが、今一つ満足できませんでした。普段少食の私でさえ、お料理の品数が少なく、あと一,二品揚げ物などの熱いものが欲しかったです。手抜きかなと… 宿泊したばかりなのに、お刺身としゃぶしゃぶ以外覚えていません。 しゃぶしゃぶもたれなしで、お出しに味があるからと説明されましたが、しゃぶしゃぶして直ぐに食べるから、出しの味などせずお湯でしゃぶしゃぶと同じでした。これも手抜きかなと… あと、ご飯はお櫃でほんのり温かい程度で美味しくなかったです。 お品数が少ないから、釜飯なら良かったですね！！ 品数、お料理の内容を見直すことですね！！！ このお料理でこのお値段では高すぎます。 残念ですが、また利用はないです。",https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
32,Jalan,jalan_archive,13017062,2023/4/8,,,,,4,ja,True,room_bath,風呂;露天;汚,,ご飯がとにかく美味しい,個室露天がついていない仏の座に泊まりました。 部屋は至って普通、汚くなくて特に綺麗！ってほどでもなかったです。 彼のバースデー旅行のため、ホールケーキを買って行きましたが部屋に冷蔵庫がなく、スタッフさんがすぐに預かっておきましょうかと声をかけてくださいました。 （夕食後にホールケーキとチャッカマン、切り分け用のナイフとお皿まで用意して持ってきてくださいました。） 部屋はYouTubeが見れたので、お子さんがいらっしゃるご家族に良さそうだなと感じました。 露天が二つと室内風呂が一つあり、全て貸し切ることができる。 露天風呂二つを晩と朝に使わせていただきましたが、正直ほぼ一緒です。 左右対称に作られてるくらい。 スタッフさんは皆さん気さくで丁寧で、心遣いをすごく感じられました。 当日のプランを話すと、地元民ならではのプチ情報も聞けて、すごく効率よく旅行を楽しめたので本当に感謝しています。 ご飯はとにかく美味しい… 本当に美味しい… すごく美味しい… 全部美味しい… すごくいい旅行になりました。 ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
33,Jalan,jalan_archive,12915066,2023/2/8,,,,,3,ja,True,facility_wide,温泉;風呂;水;予約;時間,,実家に帰ったような気持ちになりました。,２階の部屋でした。宿と言うよりは実家に帰ったような？友達の家に遊びに来たような？感じでした。部屋かお風呂かしか居るところが無く時間を持て余した感じですが、姉妹でのんびりできました。とても落ち着く部屋で居心地は良かったのですが、車が通るたびに地響きがして、慣れるまではちょっとびっくりしました。姉は熊本地震を経験しているので少し怖がっていました。予約時の説明にも書いてあったので心づもりはありましたので大丈夫でした。景色は海が見えてキレイでした。夕食を運んでくださった男性のお話が面白く、楽しい時間でした。関サバがとても美味しく、この値段で泊まれて関サバが食べれて温泉も入れて満足です。温泉に入ったあとにロビーみたいな一角で美味しいお水も頂けました。一泊二日で他の宿泊客と会ったのは一回だけでした。朝ご飯も和な感じで美味しくいただきました。ひとりでも泊まれそうな宿です。ゆっくりしたい時にまた行きたいかなと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
34,Jalan,jalan_archive,12732482,2022/11/4,,,,,5,ja,True,private_bath,風呂;貸切;時間,,接客と貸切風呂が最高,チェックインの時から、他のお客様と同時にならないよう配慮があり、お部屋も清潔で、音などもほとんど気にならず、お部屋の中でゆっくりくつろげるよう細かいところまで配慮されていました。また、食事は部屋に持って来ていただく形式でしたが、担当のスタッフの方はコミュニケーション力が高く、優しい心配りのできる方で、食事の時間もとても楽しい時間となりました。その他のスタッフの方々も親切で丁寧な対応でした。お味もとても上品で美味しかったです。貸切風呂も広々としていて、ゆったりとくつろぐことが出来ました。また大分に行く機会があれば、是非泊まらせていただきと思う宿でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
35,Jalan,jalan_archive,12727202,2022/11/1,,,,,4,ja,False,,,,お料理が最高,朝食夕食共にお部屋食 見た目、お味、量共に最高に美味しかったです♪ お宿の方もとても丁寧に対応していただきました。 お陰様で心地良くゆったりとお部屋で過ごすことができ、とても満足です。 また宿泊したいお宿の一つになりました,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
36,Jalan,jalan_archive,12660485,2022/9/29,,,,,3,ja,False,,狭,,ちょっと割高かも,住宅街の中に位置していましたが、分かりやすかった。期待が大きかったせいか、チェックインしてみるとお部屋が思ったより狭く、古さもありました。ちょっと驚いたのは、明確なフロント（気づかなかっただけ）がなかったことです。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
37,Jalan,jalan_archive,12599169,2022/8/30,,,,,5,ja,True,facility_wide,風呂;古い,,最高でした！,全体的に古い感じはしますが清潔に保たれています。予定より早めに到着しましたが、スタッフさんが快く受け入れてくださいました。夕食は本当に美味しかったです！量も味も最高でした。お風呂も気持ち良かったです！お部屋が少ないので人と会うことなくのんびりと過ごせます。 スタッフの方々の対応が丁寧です！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
38,Jalan,jalan_archive,12572663,2022/8/18,,,,,4,ja,False,,予約,,スタッフさんの対応が良い,今回旦那の誕生日旅行として利用させて頂きました。 チェックインする時に丁寧に説明してくださり、スタッフの方の対応の良さがとても印象的です。夕食時に料理を運んで下さる男性スタッフさんがとても気さくでいろんなお話が出来て楽しかったです。またサプライズケーキも予約させて頂いていたのですがタイミングもバッチリで旦那にも喜んでもらえました。帰る時には男性スタッフさんからの手紙もいただいて、とても思い出の残る旅行となりました。お部屋もとても清潔感がありよかったです。 また機会があれば是非利用したいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
39,Jalan,jalan_archive,12524652,2022/7/27,,,,,5,ja,True,room_bath;room_open_air_bath;private_bath,風呂;露天;泉質,,お風呂がオススメ,今回お世話になったお部屋が露天風呂付きで雰囲気が良く泉質も最高です。更に貸し切り風呂もあってお部屋のお風呂以上に最高でした。夕食は全部が美味しくてボリュームもあり大変満足でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
40,Jalan,jalan_archive,12491031,2022/7/9,,,,,5,ja,True,facility_wide,湯;泉質;時間,,隠れ宿のようなお宿,他の宿泊者に会うことなく、落ち着いた時間を過ごすことができました。食事も食べきれない程で、どれも美味しく頂きました。 泉質もしっとりで、湯上がりに「韓国パック」まで用意されていて、ビックリでした！ 従業員の方、色々な気遣いに感謝いたします。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
41,Jalan,jalan_archive,12449690,2022/6/17,,,,,5,ja,True,room_open_air_bath,風呂;露天;時間,,おもてなしが良く、ゆっくり気持ちよく過ごせました。,【接客】 感情が入ったおもてなしでとても心地の良い時間になりました。 【部屋】 夜客室露天風呂に入りウッドデッキのビーチベットで涼んでいると川の音が聞こえてくるので、お庭にも灯りがあると川の音とお庭の景色が見えて更に風情があって良いのかなぁなんて思いました。 朝風呂がとっても気持ちよかったです。 【食事】 朝も夜もボリューム満点で特に夜は、すき焼き残してしまって惜しい気持ちです。(笑) 【総合】 他のお客さんに滅多に会う事は無いので、本当にゆっくりくつろげる時間になりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
42,Jalan,jalan_archive,12413705,2022/5/29,,,,,5,ja,True,private_bath,温泉;湯;お湯;熱;時間,,ゆっくり落ち着く良いお宿でした。,梅雨前に、ツーリングに行っておこうと、急遽決めたのですが、はる樹さんを選んで正解でした。 到着してすぐに、貸し切り温泉に入り、二人ゆったりできる広さで 、熱めのお湯でしたが、疲れもとれました。 初めてのお部屋食も、落ち着いていただくことができよかったです。 夕食、朝食共、品数も多く、どれも工夫されていて美味しかったです。 スタッフさんたちも、丁寧だけど控え目で、おかげでゆったりとした時間を過ごすことができました。 また訪れたいお宿です。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
43,Jalan,jalan_archive,12364651,2022/5/4,,,,,5,ja,True,private_bath,温泉;風呂;貸切;時間,,ゆっくりした時を過ごすのに最適な場所,旅館の雰囲気もとても良く、時間を忘れて静かに休むことが出来ました！旅館もとても美味しくてメインのすき焼きはサイコーです、料理が多いと言われましたが全部食べきってしまいました笑 お部屋にお風呂がついていますが、それとは別に貸切風呂も無料で利用することもでき、温泉も満喫することができます。 次の日、由布院の旅館にも泊まりましたが 別邸 はる樹さんの方がとても満足することが出来ました！また是非訪れたいです！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
44,Jalan,jalan_archive,12336980,2022/4/19,,,,,5,ja,False,,,,すべて最高,0歳の息子を連れてはじめてのお泊りで、少し心配はしてましたが時前に連絡がきて0歳の子供がいると伝えると部屋に着いた時赤ちゃん用の椅子が準備されてありました。そしてお食事が全てお部屋でできたのがすごく嬉しかったです。 スタッフもすごくいい人ばかりでとても寛ぐことができました。 次は夕食も食べてみたいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
45,Jalan,jalan_archive,12334016,2022/4/17,,,,,4,ja,True,room_bath;private_bath,風呂;貸切;狭,,ゆっくりさせてもらいました,小さなお宿で全て部屋食。コロナ禍の中チェックインの時以外は他の宿泊客様とお会いする事もなく、一泊ゆっくりと過ごす事が出来ました。お部屋のお風呂はやや狭めでしたが1人で入るには十分でした。私は貸切風呂を２回も利用させて頂きました。こちらは広々としていて大満足。お食事は見た目も綺麗でお味も美味しく頂きました。立地も地獄めぐりなどにも近く便利だと思います。親子3人と言っても皆大人ですが素敵な家族旅行になりました。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
