sample_no,source,source_subtype,review_id,review_date,stay_date,author,profile,rating,bath_score,language,is_onsen_related,bath_area_tags,matched_keywords,room_or_plan,title,body,source_url,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
112,Jalan,jalan_archive,11644229,2020/11/25,,,,,4,ja,True,facility_wide,風呂,,夕食が最高でした,夕食は全て美味しかったです。特にステーキは焼き加減と味が最高でした。 お宿の方の対応もステキでした。 次はお風呂付きの部屋に泊まろうと考えています。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
113,Jalan,jalan_archive,11630327,2020/11/20,,,,,4,ja,True,private_bath,風呂;貸切,,落ち着いた部屋,部屋にお風呂もありましたが。 夜、貸切風呂に行くと、縁側の座布団に猫が寛いでいて、何かお洒落な雰囲気を味わう事ができました！ ただ、大通りが近いせいか？ 車の音が気になりましたが。 また機会があれば泊まりに行きたいと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
114,Jalan,jalan_archive,11625544,2020/11/18,,,,,4,ja,True,room_bath;private_bath,温泉;風呂;貸切;予約,,子連れにオススメ,0、2歳の子供たちと夫婦で家族旅行のため、利用しました。 コロナが流行ってる今、温泉付き客室で、GO TOで安くなっていたので、予約しました。チェックインからお部屋に入るまで他の客と会うことなく入室できました。 お食事は部屋食で、品数多いし美味しいしお腹いっぱい堪能することができました。子供用のご飯も、子供向けにかわいくしていただいて、とても美味しかったのかいつも以上に食べてました。 部屋のお風呂は小さいものの、とても気持ちよく温まることができました。そのほかにも、貸切風呂が３つあり空いていれば自分たちのタイミングでいつでも入れたので良かったです。 お宿の方たちもとても明るく親切にしていただき、とても気持ちの良い接客でした。 また利用させていただきたいです。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
115,Jalan,jalan_archive,11617623,2020/11/15,,,,,5,ja,True,facility_wide,温泉;風呂,,久しぶりの別府温泉,チェックイン、チェックアウトも部屋で行い、朝夕食も部屋食で部屋にお風呂も付いていたので、当日は満室との事でしたが誰にも会いませんでした。若い従業員の方の感じが良く、リラックスできました。,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
116,Jalan,jalan_archive,11605043,2020/11/9,,,,,3,ja,False,,,,夕朝が部屋食なのは魅力的,全てにおいて予想を下回る宿で部屋に通された瞬間からテンション下がりました。コスパ重視でないのは承知の上ですが…主人にも感想聞きましたが今まで訪れた宿では良いとは言い難いところです。リピはありません,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
117,Jalan,jalan_archive,11598859,2020/11/7,,,,,5,ja,False,,,,心温まる最高の宿でした★,結婚記念日&生後7ヶ月の息子を連れての初めての旅行でした。結婚記念日のサプライズは、結婚式の入場曲をかけてケーキとプレゼントを持ってきてもらいました。プレゼントはオシャレに飾り付けをして持ってきてくださり、夫もとても喜んでくれました。 料理は彩り豊かでどれも美味しく、贅沢に豊後牛プランにしたら、想像の4倍はあり、お腹いっぱいになりました。 赤ちゃん連れにも優しいお宿で、ベビーチェアもありました。 事前に電話でやりとりをしていた時から担当してくださった方は、まだ若い方でしたが、ホスピタリティに溢れる素敵な方でした。 私たちをぜひ担当したいと、わざわざシフトを代わってまでおもてなししてくださいました。こんなにお客さん想いのお宿があるなんて、感動でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
118,Jalan,jalan_archive,11592473,2020/11/4,,,,,5,ja,True,facility_wide,風呂,,部屋付風呂がとってもよく、最高のおもてなしでした,0歳児と3歳児を連れての家族旅行でした。部屋にはあらかじめ子ども用のイスを用意していただき大変ありがたかったです。また、食事前に離乳食を渡しておけば温めて出していただいたので乳幼児連れの方にもオススメです。ただ部屋食だったからなのか汁物が少し冷めてたのが残念でした。 コロナ対策も万全で、他の宿泊客とは会わずにチェックイン、チェックアウトをしていただき安心して利用する事ができたと思います。一緒に行った母も大満足で部屋から一歩も出ずに最高の旅行のなりました。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
119,Jalan,jalan_archive,11561031,2020/10/22,,,,,5,ja,True,room_bath;room_open_air_bath;private_bath,風呂;露天;半露天;貸切;予約;時間,,のんびり旅館を楽しみたい方にオススメ,夕食朝食ともに部屋出しであり、部屋に半露天風呂がついていたので予約を決めました。ご飯は量も満足で品の数がとても多く、豊富な食材を堪能することができました。お風呂は部屋風呂も利用しやすく、無料貸切風呂も時間の制限などはなく、またその日は運が良いのか利用者がいなかったので夜と朝に2種類利用しました。旅館の方と観光について話していたらバスの時間を調べてくださったり、観光スポットについても詳しく教えてくださったので、嬉しく思いました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
120,Jalan,jalan_archive,11559312,2020/10/22,,,,,4,ja,True,facility_wide,温泉;浴;時間,,とても癒されました,7人で2部屋で利用しました。食事のみひと部屋に集まり7人で食事しました。この、食事時の相談を何度が電話で対応していただき、泊まる前から安心してお任せできる対応をしていただいて本当に助かりました。 旦那と子供たちにとって初めての温泉旅行だったのですが、また来たい！楽しかったと大満足でした！ お部屋は落ち着いた照明で部屋からお庭を眺めることができ、時々野良猫ちゃんも通りかかったりととても癒される空間でした。仲居さんにきいてみると野良猫ちゃんたちのお名前も教えてもらえます。 温泉つきのお部屋なので時間を気にせずゆっくり好きな時に入浴できて、とても良かったです。アメニティのシャンプーやコンディショナーもとても良いものだったみたいで髪が艶々うるうるになりました。浴衣を選べるのも楽しかったです！ お料理は伊勢海老コースをいただきました。伊勢海老がプリプリでとても美味しかったし、子供達もお子様ランチがとても豪華で喜んでました！ 伊勢海老のお刺身をいただいたあとお味噌汁になって戻ってくるのですが、とても写真映えする盛り付けでした！お味噌汁になっても美味しかったです！ 朝ごはんもとても美味しくて、白ご飯が進んでしかたなかったです。 他のお客さんとの接触もなく心からくつろぐことができました。コロナ渦でも安心して利用できる宿だと感じました。 是非また利用したいです！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
121,Jalan,jalan_archive,11546963,2020/10/16,,,,,2,ja,True,facility_wide,風呂,,少し残念でした,クチコミで期待していましたが、少し残念でした。静かではありましたが、お風呂の扉の閉まる時の音にはびっくりさせられました。また、隣の部屋の扉の音も聞こえてきて、残念に思われました。高齢の母親には、お風呂が深く出入りに苦労していました。何か手すりや階段的な物があるといいように思われます。,https://www.jalan.net/yad397509/kuchikomi/archive/,negative,low_rating_negative_body,high,body_sentiment_inference_needed
122,Jalan,jalan_archive,11546313,2020/10/16,,,,,4,ja,True,private_bath,風呂;露天,,楽しい思い出をありがとうございました,彼女との旅行で利用させていただきました。とにかく接客が良すぎて、チェックインからチェックアウトまで本当に良い気持ちで過ごせました。食事は美味しいしお腹いっぱいになれたしで大満足でした。お風呂も貸し切り露天風呂と部屋に付いている露天風呂とで2度楽しめました。もし知り合いが大分に旅行にいくと聞けば是非オススメしたい、そう思えるとても良い旅館でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
123,Jalan,jalan_archive,11541001,2020/10/13,,,,,5,ja,True,facility_wide,浴;時間,,ご飯が何よりもGood☆,少し早めに着きましたがスタッフの方が外まで出てきてくれ、出迎えてくれました。玄関には季節の花があり美しかったです。 浴衣を選ばせてくれ、とてもわくわくしました。 なによりも食事がとても美味しく、一つ一つ料理の説明をしてくれました。 料理を運ぶタイミングもとてもよかったです^_^ スタッフの方が何よりも優しく温かいなと感じました。祖母が脚が悪かったですが階段上り降り最後まで見守ってくれました。 祖母、叔母、母と利用しましたがみんなとても良い旅館だったね^_^と言っていました。思い出に残るとても良い時間を過ごせました(^^),https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
124,Jalan,jalan_archive,11529598,2020/10/9,,,,,4,ja,True,facility_wide,温泉;風呂,,コロナ禍の中、安心できる家族旅行へ。,コロナが不安な中、第二子が生まれる前に上の子とゆっくり思い出旅行がしたかったので産休に入って安心できる宿を検索していたら今回宿泊した宿（はる樹）が目にとまりました。 主人は県外に出たくないと旅行には反対だったのですが、この宿の感染対策をみて行こうかってなってくれました。 まず夕食朝食ともに部屋食。これ、コロナに限らず身重の体、小さな子連れ家族にはありがたかったです。そして部屋に温泉のお風呂がついてて、チェックインもチェックアウトも全て部屋で行いました。 到着から帰るまで他のお客さんに一切会わない宿は初めてでした。 従業員さんもとても落ち着いた丁寧な対応をしていただきとてもゆっくり過ごせました。 夕食の豊後牛ステーキ美味しすぎて大満足でした。朝・夕食とも全体的に量も多くて美味しくて、よく食べる三歳の娘も私たちのと一緒に食べてみんなお腹いっぱいでした。 テレビもYouTubeがみれたりと最新設備でした。ちょうどGOTOトラベルで安く利用できてとてもいい時期にすばらしい旅行ができたなと思います。 コロナ禍の旅は不安もありましたがとてもいい思い出旅行ができました。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
125,Jalan,jalan_archive,11511399,2020/9/30,,,,,5,ja,True,private_bath,温泉;風呂;湯;肌;水;貸切;臭;時間,,お部屋でのんびりできました,妹と娘の誕生日祝いをかねて泊まりました． 別府八湯といいますが，このあたりの温泉は入ったことがなく，楽しみにしていました． とても温まる温泉で，ずっとぽかぽかしていました．お肌もつるつるになり，時間が許す限り入っていました． お食事がとてもおいしかったです！ 御出汁の効いた薄味で，すべておいしくいただきました． 朝のお味噌汁も素晴らしかったです．貸切湯に朝風呂にいった帰り，御出汁の良い香りがして 幸せな気分になりました． 娘にもやさしく接していただいてありがとうございました． 難を申せば，洗面所の蛇口が開けづらく締めにくかったです． せっかく手を洗ったのに，蛇口を締めるのに力いっぱい握ると手が金臭くなっていました． コロナ禍で手を洗う回数が増えている今，もう少し水が出しやすくなるといいなと思いました． また，お宿の前に車をスタッフの方に泊めていただいたのですが，出発時みると鳥のフンが大量に落とされていました．周辺をみると鳥のフンの痕があったので，糞害があることはわかっていると思われます．グレードの高いお宿であるからこそ，もう少しご考慮ください． 全体的にはとてもゆっくりリフレッシュさせていただきました． ありがとうございました．,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
126,Jalan,jalan_archive,11509387,2020/9/29,,,,,4,ja,True,private_bath,風呂;湯;貸切,,子連れでも安心！コロナ感染対策がバッチリ！,風呂付でない客室に宿泊したのですが、客室から貸切風呂までの動線や利便性の良さに驚きました。 客室は広く清潔感があり、無駄な装飾がないため落ち着いた雰囲気です。貸切風呂も清潔感があり、湯質はサラッとしており、疲れを落とすことができました。 客室数が限られているため、他の宿泊客と密になる場面もなく、コロナ禍においても安心して宿泊できます。 はる樹さんは、コスパ重視というより、ホスピタリティ重視といった印象です。 5歳と2歳の子供向けに、枕をキャラクターに変更していただいたり、料理も子供が好きな食材を選んでいただいており、小さな子供の対応にも慣れておられ、安心して子連れでも宿泊できます。 食事は工夫を凝らした創作料理で大変美味しかったです。ただ、刺身を食べなれている方は、「関アジグルメプラン」ではなく、「豊後牛グルメプラン」をお勧めします。 また、年内に家族旅行で遊びに行きます！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
127,Jalan,jalan_archive,11508868,2020/9/29,,,,,5,ja,False,,,,とても満足,今回ゴートゥトラベルを利用して、はる樹さんに宿泊させて貰いました。コロナウィルスに対しての管理も行き届いていて、接客マナーも良く料理も丁寧に作られとても満足しました！これからもまた行きたいと思っています！はる樹のスタッフの皆さまどうもありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
128,Jalan,jalan_archive,11505554,2020/9/27,,,,,5,ja,True,room_open_air_bath,風呂;露天;時間,,次は桜の咲く頃に,急遽旅行することになり朝夕部屋食露天風呂付きの旅館を探し利用しました。チェックイン、アウトも部屋でしていただけたし、仲居さんもとても感じのいい人ばかりでゆっくり過ごせました。 お料理についてはアレルギーの対応もきちんとしてくれたおかげで安心しておいしくいただくことができました。 大和塀があと10センチ高ければ言うことなしでした。 いい時間が過ごせました。ありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
129,Jalan,jalan_archive,11500287,2020/9/25,,,,,4,ja,True,private_bath,風呂;寒,,お世話になりました,貸し切り風呂が使えるのが良かったです。 広くてのんびりできる。 お料理も美味しかったです。 お部屋の担当の方に色々教えて頂いて 面白かった。 寒いときにもう一度お邪魔したいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
130,Jalan,jalan_archive,11472867,2020/9/13,,,,,4,ja,True,room_bath;private_bath,風呂;湯;貸切,,ご飯が美味しい！,部屋食のお宿を探しており利用させていただきました。 静かに過ごすことができ、お風呂も貸切湯とお部屋のお風呂を堪能させていただきました。 ゆっくり過ごすことが目的の旅行でしたので満足しています。 なにより私も彼もご飯の美味しさに大満足しました。 見た目も味も量も全てよかったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
131,Jalan,jalan_archive,11470163,2020/9/12,,,,,3,ja,True,room_open_air_bath,風呂;露天;水,,コロナ禍の中で,gotoの割引やクーポンもあったため、ネット検索で露天風呂付きとし利用しました。 宿泊者や従業員と会う機会も少なく、コロナ禍が心配の方やお忍び旅行には最適と思いました。(私は夫婦旅行でお忍びではありませんが) 但し、そのほかは特に普通で、割引なしでは割高ではと思いました。特にお風呂の温度調節ができておらず多量の水を入れるまで裸で待っていたのは苦痛でした。コロナ禍での従業員さんのご苦労をお察しします。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
132,Jalan,jalan_archive,11461738,2020/9/7,,,,,5,ja,False,,,,静かでゆっくり出来ました！,疲れた体を癒すのに最適なお宿でした。 お部屋食でしたが、テンポよくお料理を出していただけるのでとてもてリラックスしてお食事をいただくことができました。 豊後牛もとても美味しかったですが、お料理一つ一つに工夫がなされ、他では味わうことのできないお食事でした。 従業員の方にも良くしていただき、大変満足いたしました。 また利用したいです。 感染症対策として、他のお客さんと鉢合わせ内容にも配慮がなされていました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
133,Jalan,jalan_archive,11456184,2020/9/3,,,,,4,ja,True,room_bath;room_open_air_bath;private_bath,風呂;露天;半露天;貸切;予約,,子連れ旅行で,子供との初めての別府旅行で利用させて頂きました。旅館は住宅街にありますが、まわりが全然気にならないような造りになっていてリラックス出来ました。部屋風呂はそんなに広くないですが、貸切の半露天風呂も２ヶ所あり予約もなく空いていれば入れるので良かったです。お部屋には子供用のイスを用意してくれたり夕食時にも子供に声掛けをしてくれたり、子供連れでも気兼ねなく過ごせるお宿でした。お値段は少し高いですが、満足いく旅行が出来ました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
134,Jalan,jalan_archive,11445338,2020/8/28,,,,,3,ja,True,facility_wide,風呂;露天;肌;虫,,人の温かさに触れたい時は是非ここ！おばあちゃん家に来た懐かしい思いになる場所でした！,今回友達との旅行で8／24～27までの3泊4日宿泊させてもらいました！ 口コミでの評価もよく楽しみで行きました！！ みなさん書いてる通り、スタッフの方の対応は温かくとても話しやすい方ばかりでした。印象に特に残っているのは、仲居さんです。この方はとてもとても親切で、話をしやすいとても可愛い仲居さんでした。私たち自身、あまりぐいぐいくる人は得意ではないですが、それとなく話をしてくれて、観光名所を教えてくれたり、共感してくれたり、とても気持ちよく話せる方でした。たくさん話してしまい、仕事の邪魔になってないか不安なくらいでした。本当に今の仕事が好きなんだなっと感じることができました。人が好き、そのことをすごく感じることができました。 仲居さんに出会えてこの旅は、何倍も楽しくなりました！！夕食、朝食が部屋食のため、話す機会も多く、やっぱり仲居さんとの関わりが楽しみになるというのはありがたいです。食事の説明もしっかりされていて、とてもくつろげました。 食事も、3泊とも全て違う食事で、一つ一つ工夫されておりとてもとても美味しくいただきました。夜ご飯はもちろんですが、朝ご飯も本当に目で楽しんで味で感動する。それくらい食事は美味しく楽しく頂けました。デザートのメロンが、皮でハートを作ってあったり！！可愛さでたまらなかったです。こういう細かい楽しみを入れてもらえるのはうれしいです！！ お部屋は、昔ながらの作りです。私は小さい頃いってたおばあちゃんの家にきたかんじでした！匂いに安心感でした。清掃は行き届いており、古さはありますが清潔感があります。私たちは虫がすごく苦手でびびりなので、そわそわすることもありました。川の近くであることや、季節からも虫は多かったですが、すぐに対応してもらえます！！露天風呂もお肌スベスベになりとても気持ちよかったです！！！帰る前の日の夜も、ご飯を運んでくれましたが、私たちの帰る日はいらっしゃらないとのこと。先に挨拶してくれて、帰る日の会計時にメッセージを書いてくれていました。とてもとてもうれしくて胸一杯になりました。本当に温かいなっと。ホテルや大きい旅館ではチェックインのときだけスタッフの人と話すことが多い中こんなに話して人の繋がりを感じれたのは嬉しかったです。またいきたいです！！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
135,Jalan,jalan_archive,11442470,2020/8/26,,,,,3,ja,False,,狭,,残念,部屋が狭く照明も暗かったです。料理や接客に関しては、十分に満足しました。 同じ代金であれば最他にもあります残念です。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
136,Jalan,jalan_archive,11440563,2020/8/25,,,,,5,ja,True,room_open_air_bath;private_bath,風呂;露天;半露天;湯;熱;水;浴;貸切;熱い;虫,,良い旅館でした,女性は浴衣を選ぶことが出来るのですが、サイズがたくさんあり身長が170ぐらいある私にとってはとても有難かったです。 ロビーには情報誌やかぼす水があり、部屋に行く前に一旦落ち着くことが出来ました。 スタッフの方々はとても気さくで、かつ丁寧で細かなところまで気を配っていただきました。 関あじのプランにしたのですが、関あじだけでも満足できる上に豊後牛のしゃぶしゃぶまで付いてきたので大大満足です。 お風呂は少し熱いかな、ぐらいの温度でした。 芹というお部屋に泊まりましたが客室露天が大きく、外にある貸切湯に行かなくても堪能出来ました。 半露天なので仕方がありませんが虫が出ます。 お部屋がかなり乾燥したので、そういった対策があれば完璧だと思います。 また泊まりに行きたいと思えるお宿でした！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
137,Jalan,jalan_archive,11438391,2020/8/24,,,,,5,ja,True,private_bath,風呂;貸切,,貸切風呂が最高,恋人との旅行で利用しましたがとても良かったです。 宿泊中仲居さん以外と会うことも無く、コロナ対策もできました！ 貸切風呂とてもよかったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
138,Jalan,jalan_archive,11420651,2020/8/15,,,,,4,ja,False,,,,ゆっくりできるお宿でした,スタッフの方が皆さま親切で、お料理も美味しかったです。お会計の際に他のお客様と会わないように配慮してくださったりと、コロナウィルス対策もされてました。ゆっくりと過ごすことができました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
139,Jalan,jalan_archive,11405352,2020/8/8,,,,,4,ja,False,,,,安心して泊まれました。,この時期旅行に行くのは少し不安があったのですが、コロナ対策もしっかりとられており、安心して寛ぐことができました。 ご飯も満足のいく量で、とても美味しかったです。 また機会があれば利用したいと思います。ありがとうございました！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
140,Jalan,jalan_archive,11399152,2020/8/3,,,,,5,ja,True,room_bath;private_bath,風呂;貸切;時間,,おもてなしが本当に素晴らしかったです！,今回両親の結婚25周年で利用させていただきました。まず、到着した時からスタッフの方がお出迎えしてくださり、びっくり。荷物もスタッフの方がお部屋まで運んでくださいました。そこから色々と案内をしてくださり、お部屋に到着すると、きれいなお部屋とお風呂、庭に感動しました！しばらくゆったりすると、夕食の時間になり、お部屋食でしたので、スタッフの方が運んでくださいました。このスタッフさんが本当に面白い方で料理の説明の他、ちょっとした豆知識や、おすすめの料理など事細かく教えてくださり、本当に食事の時間が楽しかったです。お風呂も部屋風呂はもちろんのこと、貸切風呂も本当に綺麗で、すごく気持ちが良かったです！ とにかく、すごく接客サービスが徹底されていて、楽しい時間を過ごせました！ 今回ひとつだけ失敗したのは、事前にお電話いただいたときに、プレゼントとしての宿泊だとこちらが伝え損ねてしまい、両親に価格を見られてしまったところくらいでしょうか。 それ以外は本当に素晴らしいお宿で、また機会があれば利用したいです。とくに接客をしてくださったスタッフさん、とても良い方だったのでまたお会いできたらなぁ、と思っています。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
141,Jalan,jalan_archive,11398428,2020/8/3,,,,,3,ja,True,facility_wide,風呂;蚊,,子連れにオススメ,とても快適で子連れにはオススメ！！早めに到着したのに部屋に入れてくれて…助かりました。 ただ、家族風呂は窓を開けていたせいか蚊が入ってきていて2、3箇所刺されたのと、シャワーを使った際に音がして気になりました！！スタッフの雰囲気はとても良く楽しかったです。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
142,Jalan,jalan_archive,11382143,2020/7/23,,,,,5,ja,True,private_bath,風呂;時間,,とても良い思い出になりました。,綺麗で雰囲気の良い旅館でした。 内風呂と貸し切り風呂があり、 色んなお風呂が楽しめたのが良かったです。 観光についても細かく教えて下さり、 楽しくスムーズに別府観光をすることができました。 今回は彼の誕生日祝いで サプライズのケーキをお願いしていました。 電話で問い合わせた時から親身に対応して下さり、 当日も素敵な演出でお祝いして頂けたので大満足でした。 帰り際に担当の方からメッセージカードまで頂き、 おもてなしに心から感謝です。 旅館の方々のおかげで、思い出に残る 素敵な時間を過ごすことができました。 別府に行く際は、また利用させて頂きたいと思います。 本当にありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
143,Jalan,jalan_archive,11363109,2020/7/4,,,,,5,ja,True,facility_wide,温泉;湯;お湯;肌,,料理がとても美味しかったです,丁寧に作られているのが伝わってくるような料理の数々でした。スタッフの方が、無理せずに後から出てくる料理の分も余裕をもってて下さいと声掛けてくれて優しさを感じました。いつもは少食な母が殆ど残さず食べたのには驚きました。温泉のお湯も肌に優しく、リフレッシュしたひとときになりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
144,Jalan,jalan_archive,11348306,2020/6/14,,,,,4,ja,True,private_bath,風呂;貸切,,アットホームな旅館,彼の誕生日旅館のため利用させていただきました。 ケーキなど色々相談したことを丁寧に対応していただきました。 貸切風呂も入り放題でとてもよかったです。 とにかく従業員の方が笑顔でとても話しやすくアットホームな雰囲気がとても気に入りました。 最後まで丁寧に対応していただきありがとうございました。 彼もとても喜んでいてまた行きたいと思っています。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
145,Jalan,jalan_archive,11337937,2020/5/14,,,,,4,ja,False,,掃除,,あたたかいおもてなし,今回は夫婦での旅行でした。お部屋は広くなかったのですが、よく掃除されており過ごしやすく、色々しないでゆっくり過ごすだけの旅行がしたかったので、逆にちょうど良い感じでした。 接客してくれた担当のスタッフさんの感じがよく、自分の仕事に自信を持っている感じがとても印象的でした。本当に私たちの事を考えて接してくれている気がして、とても心地が良かったです。 また是非利用させてほしい旅館さんでした！ありがとうございました！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
146,Jalan,jalan_archive,11337148,2020/5/10,,,,,5,ja,True,room_bath;private_bath,温泉;風呂,,とっても素敵な旅館でした♪,はじめての別府温泉でこちらの旅館にお世話になりました。 新婚旅行でお伺いしたのですが、当日そのことを仲居さんに話すと、夕食の時に急きょドリンクをサービスしてくださいました！ その心配りがとっても嬉しかったです(^ ^) とても気さくな仲居さんで、他にも色々とお話できたのが楽しかったです♪ また、お部屋のお風呂ももちろんですが、貸し切り風呂が特に気に入りました！ 旦那さんと2人で入るにはもったいないぐらいの広さで、ゆったりのんびりと入ることができました～♪ 食事も夕食・朝食ともに満足な量でとても満足でした！ 特に名産の関あじが本当に美味しかったです(*^^*) （私たちは食べきってしまいましたが、食べきれなければアレンジをして朝食で出してくださるとのことでした。その対応も満点！） 少し距離はありますが、地獄めぐりも歩いて行ける範囲です。 その道中にスーパー・コンビニ・ドラッグストアもあるため、何かと便利でした！ また別府に行った際はお伺いしたいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
147,Jalan,jalan_archive,11333779,2020/4/27,,,,,5,ja,True,facility_wide,温泉;湯,,料理も美味しくプライベートな落ち着ける空間,交際相手との宿泊でした。 昨今の世の情勢から近場で夕食と朝食共に部屋で食べられるとこを、と考えこちらに決めました。食事はどちらも量質共に満足いく物でした。 宿泊した部屋は特別広くはなかったのですが、清潔感がありむしろ落ち着く感じでした。 一点気になった点としては、部屋付きの温泉も貸しきり湯も少し開放的過ぎると感じる方もいるかもしれません。(むしろ自分が少し気にしすぎかも？) トータルでとても良いところでした。また機会があれば利用したいと思います。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
148,Jalan,jalan_archive,11315996,2020/3/25,,,,,5,ja,True,private_bath,風呂;貸切;時間,,気遣いがありがたい,チェックインを15時にしていましたが、地獄めぐりをのんびりしていたら間に合わず1時間半遅れてしまいました。 それにも関わらず笑顔で迎え入れてくださいました。 着いたら貸切のお風呂が空いてる時間だということを教えてくださったのでお風呂を堪能しました！2種類あり、テイストの違うお風呂でしたし、旅館全体で6組しかお客さんがいないとのことでしたので、割とどの時間でも空いているような気がしました。 食事もちょうど良い量で、きれいに盛り付けてあり、味も大変美味しかったです！朝食が純和食なところも気に入りました。 他のお客さんがいることをあまり感じることなく、2人でのんびりできたので、また別府に来た時は泊まりたいと思います！！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
149,Jalan,jalan_archive,11312378,2020/3/23,,,,,5,ja,False,,,,安らぎのあるお宿,静かな落ち着きのあるおやどでした。 接客も物静かでゆったり、のんびりとくつろげました。 お料理もきれいで、おいしくいただきました。 残念なのは、ステーキだと思っていたのが しゃぶしゃぶだったことぐらいです。 お世話になりました。また、宿泊したいです。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
150,Jalan,jalan_archive,11307313,2020/3/19,,,,,4,ja,True,facility_wide,温泉;狭,,落ち着いたお宿でした。,彼氏の誕生日旅行で利用しました。 当日宿近くに早く着きすぎ、旅疲れも あったので、早めにチェックイン出来るか電話した所、急いで準備をしてくださり、早めにお宿に着き休むことが出来ました。 お部屋は想像してたより、少し狭い感じがしましたが、清掃も行き届いており綺麗でした。 夕食の際は丁寧に1つづつ説明してくださり、またちょっとしたドリンクのサービスもしてくださり、とても満足のある食事になりました。 チェックアウトの際は別のスタッフさんだったのですが、夕食を担当してくださった男性スタッフの方からと言うことでbirthdayのメッセージカードを頂きました。とても嬉しかったです。 また大分に来る機会がありましたら 今度は温泉のついている方のお部屋に泊まりたいと思います。 おもてなししてくださったスタッフの方々、本当にありがとうございました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
