sample_no,review_id,platform,source_url,review_date,stay_date,language,rating,reviewer,room_or_plan,title,body_excerpt,bath_area_tags,keyword_tags,onsen_related,sample_layer,body_hash,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
1,jalan_01_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/7/5,,ja,,,,部屋付き露天風呂が最高！,お部屋の露天風呂は 別府湾が一望でき最高でした。何度も入浴してしまいました。チェックアウトの時間が12時から11時に変更になってて慌てました。予約時と前日の最終確認メールでは12時のままで。12時でスケジュールを組んでたので残念でした。ホテル側の変更の場合は ホテルから予約者に連絡すべきでは？その点がマイナスです。,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath|view,true,jalan_latest,2d85fe809a89,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
2,jalan_01_020,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/7/3,,ja,,,,結婚記念日,星野リゾート界ということで、半年前から予約して期待しすぎました。 久しぶりの旅行だったので、露天風呂付の部屋にしたのですが、露天風呂にゴミみたいなのが浮いてたり、横を見るとクモの巣が張ってました。見ただけで入りたくなくなりました。大浴場はとても綺麗でゆっくり浸かれました。 部屋についてる洗面所のコンセントは外れかかってるし‥‥何かガッカリでした。 でも料理は,public_bath|room_open_air_bath,booking_confusion|cleaning_or_maintenance|open_air_public_bath|public_bath|room_open_air_bath,true,jalan_latest,24a1cfbd404f,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
3,jalan_01_030,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/7/2,,ja,,,,おもてなしの気持ちを感じられました,従業員の方全員、とても感じが良かったです。 チェックインの時はロビーのような所でチェックインし、そこでいつでも飲み物が飲めるのがとても良かったです。 ただチェックイン時に部屋まで荷物を運んだり等がないにせよ、せめて同じフロアのエレベーター前まで送る等あればもっと嬉しいのになと思いました。 チェックイン後に館内を家族で散策した時に、女性風呂を探して迷子になりま,public_bath,cleaning_or_maintenance|public_bath|view,true,jalan_latest,7b3afb1fc6fc,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
4,jalan_01_040,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/7/1,,ja,,,,初めての星野リゾート,色々意味がある今回の家族旅行でいつも気になった所が星野リゾートでした。子供達が久しぶりに 別府へ行きたいと言ってたのでじゃらんで検索したらお得なキャンペーンで星野リゾートが出たので予約しました。施設、温泉、食事、職員の優しさ、イベントなどやっぱり家族みんな大満足でした。家族みんな良い思い出になった星野リゾート、ありがとうございます。また是非ご利用します…,facility_wide,booking_confusion,true,jalan_latest,dbb5ece8ccfe,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
5,jalan_01_050,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/30,,ja,,,,満足。,70を超える母と叔母達を連れて行きました。 温泉、食事共に満足してくれたようです。 個人的には立地的に露天風呂は難しいですよね。 といったところかなと思いました。,open_air_public_bath,open_air_public_bath,true,jalan_latest,b6b508793ec2,positive,body_positive,high,body_sentiment_inference_needed
6,jalan_01_060,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/26,,ja,,,,期待してたほどではなかったかなぁ,初の星野リゾート界。 お部屋はとても綺麗で満足でした。 食事も美味しかった…けど朝夕食共に何かが足りない。。コレ！といったインパクトと凄い！絶品！というのがなかったのと量が少し少なめに感じました。 スタッフさん達の接客おもてなし･笑顔はとても素敵でした。 ただ…電話が3日前からかけても全く繋がらない…保留中は有料なんですか？5分以上待っても繋がらなかったので,unclear,booking_confusion,false,jalan_latest,fb3730f01c21,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
7,jalan_01_070,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/24,,ja,,,,とにかくホテルから見える景色が素敵でした,館内には足湯やフリースペース、夜にはお祭りが開催されるなどホテル内での時間を有意義に過ごすことができました 外を出ると海が一望できる芝生を散歩しながら夕陽を見ることができました。ロケーションが最高です 個人的には食事会場が素敵な空間でお気に入りです お料理一つ一つが美味しく朝食も忘れられないです,facility_wide,booking_confusion|footbath|view,true,jalan_latest,d51516e06619,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
8,jalan_01_080,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/21,,ja,,,,リラックスできました。ありがとうございます。,駐車場から従業員の方が待ち受けて下さり、ホスピタリティの素晴らしさを感じました。イギリスから帰国した友達とこのホテルで落ち合って良いひとときが過ごせました。24時間使えるライブラリー兼カフェラウンジは最高でした。早朝5時にお風呂に行ったら未だ空いてなかったり、困った時にフロントに従業員さんがいなかったのは若干不便でした。ゴミがたまに落ちていた時も気づいてサッ,facility_wide,access|booking_confusion|cleaning_or_maintenance,true,jalan_latest,a41a1f087e73,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
9,jalan_01_093,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/17,,ja,,,,育児お休み旅行,３人とも毎日子育てに追われているため、たまにはのんびりしたく、育児休暇旅行で友達３人で利用させてもらったのですが、 本当にのんびりできすぐ海が見えて幸せな時間でした！！ また是非いきたいです！,unclear,booking_confusion|view,false,jalan_latest,f195622ecd1c,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
10,jalan_01_106,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/16,,ja,,,,料理だけが残念！,星野リゾートということで期待して宿泊したのですが、１番楽しみにしていた料理で、特に刺身の醤油が甘すぎたことが残念でした。大分の醤油が甘いのは有名かもしれませんが、せめて選べるように、両方用意していただきたかったです。関東の醤油に親しんできた者には、食べるのが苦痛なほどでした。,unclear,,false,jalan_latest,29131404a29b,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
11,jalan_01_119,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/7,,ja,,,,お風呂がちょっと…,家族旅行でお世話になりました。 部屋は眺めが良く清潔でした。 楽しみにしていたお風呂ですが、熱すぎる湯とぬるすぎる湯で皆さんぬるい湯にはいるのでゆっくり出来ませんでした。 私が確認不足だったのすが、2人組がお風呂に入ってきたのでビックリしましたし良い気持ちはしませんでした。,facility_wide,cleaning_or_maintenance|view,true,jalan_latest,1c7fc344fb7b,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
12,jalan_01_132,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/6,,ja,,,,ゆっくり過ごせました！,お庭を眺めながらの食事は、素敵でした。お料理の提供されるタイミングも良かったです。強いて言うなら、朝食の品数がもうちょっとあると嬉しかったかな？,unclear,view,false,jalan_latest,e1691ce2e5d2,positive,body_positive,high,body_sentiment_inference_needed
13,jalan_01_145,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/2,,ja,,,,ロケーションが最高でした,お部屋からの別府湾越しの大分市内の夜景がとてもきれいで、それを見ながら部屋風呂に入るのが至福の時間でした！ 朝の海岸線を散歩するのも気持ちよくてとてもいい時間を過ごせました。,room_bath,booking_confusion|room_bath|view,true,jalan_latest,3ee62b29230a,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
14,jalan_01_158,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/6/2,,ja,,,,ゆっくり大人旅にお勧めです。,親子で久しぶりの旅行でお世話になりました。 その日は満室でしたが、お風呂が混雑する事もなく本当に満室？と思うような快適さでした。 朝食の時間は希望を取らず施設側が決めた時間なので、予定がある方は事前に施設側へその旨伝えておいた方がいいと思いました。 部屋でチェックインでき、ロビーでチェックイン待ちなどせずすぐにお部屋に上がれて良かったです。 子供が遊べるよう,facility_wide,booking_confusion|crowding,true,jalan_latest,2b67a7daaea2,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
15,jalan_01_171,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/25,,ja,,,,記念日におすすめ,母の誕生日旅行に利用しました。誕生日のことを当日に伝えたにもかかわらず夕食時に甘味でおめでとうプレートを用意してもらったり、無料の写真付きアルバムまで頂き最高のおもてなしでした。素敵な誕生日旅行になりました。ありがとうございました！,unclear,,false,jalan_latest,38d4d154713c,positive,body_positive,high,body_sentiment_inference_needed
16,jalan_01_184,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/24,,ja,,,,安心して利用できる、バランスの良い宿,チェーンホテルらしく、全体的に安定感があり、安心して滞在することができました。建物や設備には少し昔ながらの雰囲気もありますが、清潔に保たれており、不便なく過ごせました。 お部屋やお風呂も落ち着いて利用でき、スタッフの方々の対応も丁寧で好印象でした。お食事については特別感というより、気軽に楽しめる内容でしたが、滞在全体としては満足しています。 このエリアで気軽,facility_wide,cleaning_or_maintenance,true,jalan_latest,40de63791955,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
17,jalan_01_197,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/23,,ja,,,,部屋から見る朝日の昇るとこ 最高に綺麗だった,星野リゾート 界 別府 一人旅でしたが最高に良かったです。お部屋は畳の上にベッドがあり、落ち着きがあり大きな窓から海が見えて最高の綺麗な眺めでした。夕食はここに区切られていて 静かに落ち着いた雰囲気で和食をいただきましたお刺身も 6種類 ついていて 海鮮 お鍋 海鮮 竈門炊きご飯 次々と運ばれてくるのでお腹いっぱいで食べられないくらいです。露天風呂もあり 内,open_air_public_bath,crowding|footbath|open_air_public_bath|view,true,jalan_latest,be0423fef73f,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
18,jalan_01_210,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/21,,ja,,,,部屋が広くて眺望が最高に素敵,部屋からの眺望に感動でした。料理も美味しくてお腹いっぱいになりました。夕食のデザートで私の誕生日が近いということでホテル側からのサプライズでチョコプレートを添えていただき嬉しかったです。ありがとうございました。,unclear,,false,jalan_latest,536a1c638b3c,positive,body_positive,high,body_sentiment_inference_needed
19,jalan_01_223,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/17,,ja,,,,界ならではのおもてなし、滞在中にホテル内で催される各種イベント,滞在中にホテル内で催される別府の地になじんだ様々なイベントがとても楽しかったです。なんとペット可の部屋も１部屋あるそうで今度は愛犬を連れて来たいです。,unclear,,false,jalan_latest,2d879396040d,positive,body_positive,high,body_sentiment_inference_needed
20,jalan_01_236,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/15,,ja,,,,最初にトラブル,界のチェックイン・アウトの時間が変わった様で、3か月前に予約を入れた時と変わっていて、じゃらんからの事前メールは前のまんまで我々は時間までゆっくりしたいのでフロントに確認しました。フロントの方は11時までだという事でしたが上の方に報告12時までとなりました。到着早々なので残念な気分でした。その後は快適に過ごせました。でも少し早めにアウトしました。,unclear,booking_confusion,false,jalan_latest,894eb765ced9,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
21,jalan_01_249,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/8,,ja,,,,施設内のアクティビティがお勧め,いつか泊まってみたいと思っていたお宿でした。 施設内に入った瞬間、部屋も含めてラグジュアリー感に魅了されました。スタッフの方々皆お若い感じでしたが、夜のパフォーマンス等色々頑張っておられて楽しめました。食事も地元食材を沢山取り入れた創作会席料理で美味しかったです。温泉はこれはしょうがないのですが、インバウンドの方々のマナーの無さが印象的でした。チェックアウト,facility_wide,booking_confusion,true,jalan_latest,a853735be5b7,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
22,jalan_01_262,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/7,,ja,,,,別府湯の町夜めぐりが大変良かった。,別府の歓楽街を散策しました。 夜は外出することはまずないのです。 別府の夜を垣間見られて良かったですが、なんせ食後だったのでどこにも寄らずに早足であった。 ちょっとバーなどとタイアップしてゆっくりしたかったです。,unclear,,false,jalan_latest,9c2f649d2a69,positive,body_positive,high,body_sentiment_inference_needed
23,jalan_01_275,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/5/5,,ja,,,,最高のお部屋,圧巻のオーシャンビュー！ 海が迫ってくるような一面大きなガラス張りでビックリしました！ 露天風呂も最高！設備が最高！ お料理も美味しくいただきました。 素晴らし過ぎて夏も娘と孫を連れて2部屋予約しました！,open_air_public_bath,booking_confusion|open_air_public_bath|view,true,jalan_latest,36b2f85f9ec6,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
24,jalan_01_288,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/29,,ja,,,,最高でした。,夕食も朝食も美味しかったです。朝から足湯をしました。 家族4人で同室で泊まれるホテルがなかなかないのでありがたいです。,facility_wide,footbath,true,jalan_latest,b6acbeca1824,positive,body_positive,high,body_sentiment_inference_needed
25,jalan_01_301,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/26,,ja,,,,スタッフの皆さんのおもてなし姿勢が印象的でした。,チェックインの迎え入れから始まり、スタッフの皆さんの対応がとても印象的でした。食事のクオリティも満足のいくもので、品毎の丁寧な説明も良かったです。今回の滞在から、他の界にも行ってみたいと思える良い滞在でした。有難うございました。,unclear,,false,jalan_latest,64a07cef86bd,positive,body_positive,high,body_sentiment_inference_needed
26,jalan_01_314,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/26,,ja,,,,癒し旅,お出迎え、お見送り、料理などおもてなしがしっかりしていて大切にしてもらって嬉しかったです。 部屋から見える朝焼けがすばらしく、ずっとみていられました。夏は花火がとても綺麗とのことで、花火も見てみたいと思いました。 夜にある夜店のような雰囲気も楽しかったですし、お風呂の桶など使った参加型のパフォーマンスもとても楽しかったです。 夕食も1品1品丁寧に作られていて,facility_wide,,true,jalan_latest,a632a8e6bff9,positive,body_positive,high,body_sentiment_inference_needed
27,jalan_01_327,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/25,,ja,,,,初めての界,ハイクラスのホテルに久しぶりに宿泊しました。 お部屋も広くベッドはふかふかでぐっすり眠れました。 朝夕のお食事も最高に美味しかったです。 あと足湯サービスもいいですね！,facility_wide,footbath,true,jalan_latest,bed69c24c1c5,positive,body_positive,high,body_sentiment_inference_needed
28,jalan_01_340,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/24,,ja,,,,非日常の時間をゆったりと,星野リゾート「界」での滞在は、期待以上の素晴らしい時間でした。 館内の落ち着いた雰囲気と細やかな心配りに、日常を忘れてゆっくり過ごすことができました。 特に印象的だったのは食事で、地元の旬の食材を活かした料理はどれも美味しく、目でも楽しめる内容でした。温泉も心地よく、何度も入りたくなるほどでした。 マッサージの予約が一杯で取れなかったのが残念でしたが、 スタ,facility_wide,booking_confusion,true,jalan_latest,c44d7140bcf1,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
29,jalan_01_353,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/23,,ja,,,,初めての星野リゾート,お部屋はオーシャンビューで大きな窓からの景色はとても良かったです。 また、布団がふかふかでとてもぐっすり眠る事ができました。 お部屋的には良かったです。 星野リゾートは初めての利用で楽しみにしていました。 おもてなしの宿で一度は泊まりたい宿と思っていましたが、おもてなし、サービス、イベント、食事は思っていたよりかなり残念でした。 また星野リゾートに泊まりたい,unclear,view,false,jalan_latest,d6d5d5583b29,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
30,jalan_01_366,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/23,,ja,,,,1人1人の対応が120点！,取材日と重なり全て経験できなかったが、それ以外の場面で手厚い対応や、おもてなしが素晴らしく泊まって良かったと夫婦で話しました。次はどこの界シリーズに泊まろうかな…,unclear,,false,jalan_latest,a1aba572abf4,positive,body_positive,high,body_sentiment_inference_needed
31,jalan_02_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/23,,ja,,,,特別な時間を過ごせます,友達家族と利用しました。 お部屋からは海が一望でき、とても贅沢で心に残る空間でした。非日常を感じられる素敵な滞在でした。 お食事も一品一品が美しく、味もとても美味しかったです。ただ、魚料理が中心だったため、少し物足りなさを感じる部分もありました。 また、エビ・カニのアレルギーについて当日お伝えしたこともあり、夕食では食べられるものが限られてしまいました。朝食,unclear,view,false,jalan_latest,3c98e7c4bdfc,positive,body_positive,high,body_sentiment_inference_needed
32,jalan_02_023,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/22,,ja,,,,ワクワクがいっぱい、おもてなしが最高,部屋のドアを開けた瞬間に大きな窓から別府湾が目に入ってきて、驚かされました。食事も繊細で美味しく、天麩羅の器まで熱々で持ってこられたのに感激しました。また、別府ならではの催しもあり、スタッフの皆さんの笑顔と丁寧なおもてなしで、楽しく心に残る宿泊となりました。,unclear,view,false,jalan_latest,4c4d1522a1f6,positive,body_positive,high,body_sentiment_inference_needed
33,jalan_02_036,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/19,,ja,,,,初めての別府旅行,妻が別府に行ったことがなく、界別府に泊まりました。他の界に泊まり、よかったので今回も利用しました。部屋・お風呂だけでなく、温泉いろはでのミスト制作、夜の温泉街で金毘羅ふねふね、投扇興で遊び夫婦楽しく過ごし大満足でした。また湯語り処で楽しいお話を聞かせてくれて勉強になりました。妻は腰が痛くもう来れないと言いますが、また、来たいです。,facility_wide,,true,jalan_latest,79a66fe2d1b5,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
34,jalan_02_049,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/19,,ja,,,,一人旅でも気兼ねなく楽しめる,自分へのご褒美として一人旅で利用しました。 結論から言えば、一人旅でも周りを気にすることなく楽しく過ごすことができ、良い宿泊経験でした。 レストランは半個室になっていて、一人でも周りを気にすることなく食べられました。 アクティビティーも一人でも参加でき、スタッフの方も話しかけてくれるので、楽しく過ごせました。 別府は何回か来たことがありましたが、知らない別府,unclear,booking_confusion|view,false,jalan_latest,a6835b4ce76c,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
35,jalan_02_062,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/15,,ja,,,,素敵な記念日になりました。,事前にはお知らせしてませんでしたが、子供の誕生日と聞いて記念品をご用意いただき、またスタッフの皆様の笑顔、おもてなしの心がとても伝わってステキな1日になりました。ありがとうございました。最後に一点だけ大浴場の浴室の鏡が曇って全く見えなかったので何か対応いただけると幸いです。,public_bath,public_bath,true,jalan_latest,4230edccc776,positive,positive_signal_no_caution,medium,body_sentiment_inference_needed
36,jalan_02_075,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/15,,ja,,,,家族旅行,二泊三日の家族旅行で一泊しました。 界はいつも気になっていたので、宿泊しました。 子供を連れてははじめてだったのですが、子連れには部屋の照明が暗かったです。 コンセプトを考えれば妥当だとおもうのですが、 朝食などは子供用など用意があってもいいのでは？とおもいました。 大人と同じメニューなので子供がたべれそうなものがほぼありませんでした。 スタッフさんの対応は,unclear,,false,jalan_latest,596a1cefa5cc,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
37,jalan_02_085,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/14,,ja,,,,家族旅行,家族旅行で利用させていただきましたが、落ち着いた雰囲気で、足湯もとても気持ちよくてリラックスすることができました！,facility_wide,footbath,true,jalan_latest,4e7871416729,positive,body_positive,high,body_sentiment_inference_needed
38,jalan_02_098,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/13,,ja,,,,やっぱり界が好き,主人の誕生日ﾌﾟﾚｾﾞﾝﾄで初めての九州旅行。 界ﾎﾟﾛﾄは何度か行って大好きだったので、界別府を迷わず予約。 少し口コミが心配でしたが、さすが界！快適に過ごすことができました(^^)特に一泊目の夕食と翌日の夜の別府案内をしてくださったｽﾀｯﾌの女性！明るく楽しく良い思い出ができました。本当にありがとうございました！ とても快適でしたが気になった点をあえてい,facility_wide,booking_confusion|view,true,jalan_latest,0196c1576fe3,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
39,jalan_02_111,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/10,,ja,,,,とても残念,おもてなしの星野リゾートを楽しみにしていたのに スタッフの質が悪すぎる！ 朝風呂はぬるいし、夕飯は半分も食べずに出た！ 飲み物のチェックを勝手に代書されてた！,facility_wide,,true,jalan_latest,83615c735300,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
40,jalan_02_124,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/7,,ja,,,,結婚記念日 ２０年,いろんなイベント提案があり、いいと思うが、ハマらないと、じゃまも。風呂つきのプランだったか、透明なガラスドアの汚れが気になった,facility_wide,cleaning_or_maintenance,true,jalan_latest,a9ee65a62031,mixed,body_negative_with_context,high,body_sentiment_inference_needed
41,jalan_02_137,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/6,,ja,,,,のんびり出来た,オーシャンビューのお部屋で開放感があり素晴らしかったです チェックアウトが１２時迄なので朝風呂をゆっくり入り、朝食もゆっくり食べのんびり出来休めました,facility_wide,booking_confusion|view,true,jalan_latest,88ebbf95f9c7,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
42,jalan_02_150,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/6,,ja,,,,満足の家族旅,両親を連れての温泉旅行を計画。 滞在型が増える中、他の施設でもお世話になった星のや界さんをチョイス。 チェックイン後のお部屋での説明の男性が丁寧かつ良心の昔の別府旅行の話も遮ぎることなく、話すぎを心配するくらいお付き合いしてくれて、気分よくスタート。 館内と温泉施設を両親に説明して、しばし自由時間を満喫。 朝夕は全体的には満足。 唯一あげるとすれば、サワラの,facility_wide,booking_confusion|footbath|view,true,jalan_latest,58ae0bb90886,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
43,jalan_02_163,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/3,,ja,,,,楽しみにしていたのに残念,冷蔵庫の中には 家で使うような麦茶ポットに水があるのみ。衛生面が気になるので飲みませんでした。 お茶菓子は３人で宿泊しましたが、小さな物が１つポツンと置かれていました。 館内着 下駄 も性別が違う物が用意されていました。 今まで 色々な高級と呼ばれる 旅館やホテルに 泊まっていますが、こんなことはないです。 これは私の不注意ですが、付いてすぐ テーブルの角が,unclear,,false,jalan_latest,7d7881303ca8,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
44,jalan_02_176,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/2,,ja,,,,お食事,お部屋は清潔でした。ベッドはシーツが大変清潔、マットレスはフワフワで快適でした。食事の味はちょっと残念でした。期待が大きかったのかも知れません。量は十分でした。,unclear,cleaning_or_maintenance,false,jalan_latest,6fbf2a9ddbfd,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
45,jalan_02_189,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/4/2,,ja,,,,何度も来たくなるお宿,食事、温泉、お部屋、接客すべて申し分なく素晴らしいお宿でした。部屋の窓から見る朝日は絶景でしばらく見入ってしまいました。また必ずおじゃまします。 ただ一点だけ残念だったのが、チェックアウトの時間が12時から11時に変更になったみたいですが、知らなかったので電車を12時過ぎに予約してあったため駅で1時間以上も待つはめになってしまいました。 気持ち良く帰るはずが,facility_wide,access|booking_confusion,true,jalan_latest,20da663018b3,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
46,jalan_02_202,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/30,,ja,,,,さすが星野リゾート,別府駅から徒歩圏内。駅から歩いての温泉は初めて。 入り口を探しているとスタッフの方がサッと来て案内してくれた。 部屋に入ってビックリ！壁一面が窓で海が全面に。 ネットの写真より迫力あります。 部屋着は浴衣と作務衣の中間タイプ。 個人的には、帯なしで着れるものが良かった。,facility_wide,access|view,true,jalan_latest,746bf85b9848,positive,body_positive,high,body_sentiment_inference_needed
47,jalan_02_215,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/28,,ja,,,,部屋からのオーシャンビューが絶景,今回、一度泊まってみたかった「界」に息子の卒業旅行で利用しました。 お部屋でのチェックインは、ロビーで待たされる時間もなくスムーズで良かったです。 部屋からのビューが絶景で最高でした！ 夕食も程よい量で満足でしたが、魚介ばかりだったので息子には肉料理がなく物足りなかったようです。 息子の卒業旅行ということで家族写真を撮ってくださり、帰りに写真を渡して頂き、い,open_air_public_bath,booking_confusion|cleaning_or_maintenance|crowding|open_air_public_bath|view,true,jalan_latest,645961cd1018,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
48,jalan_02_228,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/26,,ja,,,,高級宿という認識を持たなければ問題なし,星野グループは初めての利用です。 家族が一度行ってみたいとのことで予約しました。 だいぶ前の予約だったためお安く泊まれたから…というのが原因なのかもしれませんが、 食事も個人的にあまりおいしいとは言えない感じで、接客も、メインの食材を落としたり、鍋に布巾が入ったり…と、頑張っていたので応援したいのですが、プロの接客は期待してはいけないと感じました。 若いカッ,unclear,booking_confusion,false,jalan_latest,1027a59550df,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
49,jalan_02_241,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/26,,ja,,,,ドラマチック温泉街,ドラマチック温泉街では、舞妓さん遊びを教えてもらいました。 シンプルな遊びだけど子どもたちは興味しんしん。 帰ってからもやってます。,facility_wide,,true,jalan_latest,352a2954c7fb,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
50,jalan_02_254,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/26,,ja,,,,清潔、広い、景色が良い,小５、年長の子どもを連れて、祖母と妻と５人、２部屋で泊まりました。 部屋からは海が見え、子どもは朝日が見えたと喜んでくれました。 下の子がダニアレルギーで、ホテルによっては咳が止まらなくなりますが、星野リゾート関係では咳が出たことがありません。 宿の中は遊べるものがあったり足湯があったり、子どもも祖母も喜んでくれました。 途中、家族が体調不良になりましたがす,facility_wide,footbath|view,true,jalan_latest,df036bba00a2,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
51,jalan_02_267,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/24,,ja,,,,お食事オススメ,知人の勧めで利用させていただきましたが、 朝食、夕食どちらも美味しくいただきました 照明がもう少し明るい方がいいなと感じました,unclear,,false,jalan_latest,15b6757a8b07,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
52,jalan_02_280,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/22,,ja,,,,初めての別府,お部屋に入った瞬間の景色が最高です。海が一望出来ます。 インテリアも落ち着いた色彩で落ち着きます。食事の魚介と旬野菜の豊後鍋がとても美味しかった。 温泉や食事処への移動が年配者には大変かなと感じました。ドアもすごく重いので開ける時は力がいります。 働いてる方達は皆さん若くてとても感じの良い方達です。 アーリーチェックアウトはとてもスムーズで何かと時間に追われ,facility_wide,booking_confusion|view,true,jalan_latest,32803b909538,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
53,jalan_02_293,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/22,,ja,,,,スタッフの今後に期待,星野リゾートらしくスタッフを随所に配置しているが、春休み期間だからかまだ経験の浅いスタッフが多く感じは良いがあと一歩というところだった。チェックイン時に、館内案内文章を読めばわかることじゃなくて書いていない案内が欲しかった(男性)。おかげで後であったんだーというサービスが得られなかった。マニュアルも大事だけれど、都度相手に合ったサービスが出来るように経験を重,unclear,,false,jalan_latest,56be577ee38d,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
