sample_no,review_id,platform,source_url,review_date,stay_date,language,rating,reviewer,room_or_plan,title,body_excerpt,bath_area_tags,keyword_tags,onsen_related,sample_layer,body_hash,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
88,jalan_03_361,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/12/7,,ja,,,,さすがでした。,施設、食事、部屋、イベント、どれをとっても大満足でした。 スタッフの方も皆さん優しく接していただきました。お料理もご当地のものを丁寧にアレンジを加えながらとても凝ったものでおいしかったです。ただいろんなイベントに時間で参加できないものや予約が必要だったりともっと調べていけばよかったと思いました。残念。後、アメニティが忘れられていて存在自体を知らず寝る前にフロ,unclear,booking_confusion,false,jalan_latest,d99d94269ce3,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
89,jalan_03_374,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/12/7,,ja,,,,快適に過ごせました,記念日旅行でしたが、スタッフの方々の素晴らしいおもてなしで、いい旅行になりました。また界をぜひ利用したいと思います。ありがとうございました。,unclear,,false,jalan_latest,2845d986731e,positive,body_positive,high,body_sentiment_inference_needed
90,jalan_03_387,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/30,,ja,,,,友達との旅行,高校生の時のお友達と45年ぶりの旅行で、お友達のお誕生日も兼ねて宿泊に選びました。星野リゾートの界さんは、私の中では大人の宿というイメージがありましたが、こちらの宿は実際に宿泊すると、カジュアルな印象でした。もう少し落ち着いた雰囲気で過ごせたら良かったと思いました。夕食時、隣の方の話し声などが丸聞こえで、プライペートな空間がありませんでしたので、少し残念に思,unclear,,false,jalan_latest,76154ed8a807,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
91,jalan_04_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/20,,ja,,,,部屋の露天風呂が良い,若いスタッフの方ばかりで活気を感じました。 部屋でのチェックインもスタッフの方の親切丁寧な説明でとても良い対応だと感じました。 大浴場に行く時に、慣れない下駄を履いて、以前から痛めていた足首が痛くなり、少し歩き方が変になっていたところ、スタッフの方がスリッパを用意してくださるなど気配りに感謝しております。 部屋から別府湾を一望でき、景色は最高でした。 朝、早,public_bath|room_open_air_bath,booking_confusion|footbath|open_air_public_bath|public_bath|room_open_air_bath|view,true,jalan_latest,b0efdb3de9ca,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
92,jalan_04_023,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/18,,ja,,,,楽しい旅行,スタッフの方の対応は良く、楽しい旅行になりました。 冬なので、仕方ないとこはありますが鍋じゃない方がいいなと思います。,unclear,,false,jalan_latest,888080aa9006,positive,body_positive,high,body_sentiment_inference_needed
93,jalan_04_036,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/17,,ja,,,,評判通りの別世「界」、温泉たまごが唯一減点,近場の星野リゾート、湯布院と迷いましたが露天風呂付き3人部屋がこちらしか取れずに別府にしました。 期待値は高かったですが、それを超える完璧な接客と施設。イベントもあったりと飽きさせないオススメのホテルでした。 唯一残念だったのが、サービスの温泉たまごがすぐになくなること。夕飯前に通路にあったから、食後の楽しみにしてましたが、誰も食べる事ができず。私は良いです,room_open_air_bath,open_air_public_bath|room_open_air_bath,true,jalan_latest,8c6c07470475,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
94,jalan_04_049,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/16,,ja,,,,同級生との旅,50代女性です。高校と同級生との3人旅！ 九州の星野リゾート巡りしてます。 今回の別府は、建物ごモダンで。足湯でゆっくりできて。 料理も美味しくて！ 最高でした,facility_wide,footbath,true,jalan_latest,470ebf76957b,positive,body_positive,high,body_sentiment_inference_needed
95,jalan_04_062,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/14,,ja,,,,便利な場所です,海沿いの便利な場所にあります。近くにゆめタウンがあるので早く着きすぎたので時間をつぶせました。 界ならではのいろんなイベントがあり、楽しめます。 部屋からの眺めも良かったです。,unclear,booking_confusion|view,false,jalan_latest,d447f9e596dc,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
96,jalan_04_075,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/7,,ja,,,,やっぱり星野リゾート,車で駐車場に到着し直ぐにスタッフが来ての対応、館内の案内、部屋での説明、館内でのイベントなどの説明分かりやすく説明し流れがいいです。 気持ち良く温泉、食事、イベントなどの参加して、あっという間のじかんでした。 スタッフの皆さん対応はさすがに満点です。,facility_wide,access,true,jalan_latest,e1fbe07a7f5e,positive,body_positive,high,body_sentiment_inference_needed
97,jalan_04_088,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/6,,ja,,,,とてもよかった,対応が丁寧でとても好感が持てました。 部屋からの展望が最高でかなり寛がせてもらいました。 お風呂上がりにあるアイスも嬉しかったです。,facility_wide,,true,jalan_latest,650239b1c147,positive,body_positive,high,body_sentiment_inference_needed
98,jalan_04_101,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/2,,ja,,,,九州旅行2025,星のリゾートは、施設内でのイベント等に参加させて楽しませるホテルですので、非日常を楽しむことができます。 料理も手の込んだものばかりで、丁寧にご説明頂き、大変満足しました。,unclear,,false,jalan_latest,e6f0ba3a2a29,positive,body_positive,high,body_sentiment_inference_needed
99,jalan_04_114,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/2,,ja,,,,姉妹旅,今回、九州ドライブ旅で界のホテルを利用しました。 部屋の窓から見える海は、ステキで思わずわーって声が出るほどでした。ベッドも腰が痛くならず、ぐっすり眠る事が出来て良かったです。また違う界にも泊まりたいです,unclear,view,false,jalan_latest,5f78093bec36,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
100,jalan_04_127,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/11/1,,ja,,,,夫婦2人旅,今回は、私が病気になり手術をしたばかりでしたが 主人が やっぱり一緒に行こう！と。移動は、車と船で。観光も無しでしたが 界に泊まれただけで 充分でした。お部屋も素敵で お料理も美味しくて。お風呂には、入れませんでしたが、温泉ソムリエの方とのお話は、とても楽しかったです。温泉玉子・ジュースもいただき 夜食をゲット。イベントも、参加出来 やっぱり来て良かったです,facility_wide,,true,jalan_latest,a32284cf431c,positive,body_positive,high,body_sentiment_inference_needed
101,jalan_04_140,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/28,,ja,,,,3世代で利用,祖母の快気祝いも兼ねて3世代で最上階の部屋を利用しました。 到着から丁寧な対応をしてくださり、部屋も入り口を開けると正面の海がドーンと絵画の様に目に入りとても感動しました。 娘もミスト作りや絞り体験も出来てとても喜んでおり、久々にゆっくりと贅沢な時間を過ごせました。 ハイクラスという事もあり、ガヤガヤしてなくて祖母もゆっくりできたと喜んでいました。 色々なホ,unclear,booking_confusion|view,false,jalan_latest,c059e95d3daa,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
102,jalan_04_153,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/20,,ja,,,,全てが最高でした,部屋からの景色が絶景です。海が目の前でガラスが大きいのでずっと見ていられます。露天風呂付きのお部屋が絶対オススメです！ お食事も丁寧に説明して頂き土地の食材を使用されていて全て美味しかったです。 温泉も素晴らしかったです。絶対にまた行きます！,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,3665164af9ce,positive,body_positive,high,body_sentiment_inference_needed
103,jalan_04_166,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/19,,ja,,,,絶景に癒されました,夜明け前の暗い別府湾から昇る朝陽の時間を部屋の大きな窓からゆっくり楽しめました。館内の案内所で九州の旅をいろいろアドバイスいただきとても参考になりました。明礬温泉のお湯で作った「ゆでたまご」までいただき美味しくいただきました。,facility_wide,booking_confusion|view,true,jalan_latest,9708c82f765e,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
104,jalan_04_179,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/16,,ja,,,,絶景広がる部屋,初星のリゾートです。絶景広がるお部屋にとても感動しました！スタッフの方々も丁寧に対応してくださいました。,unclear,,false,jalan_latest,3e8e46c830e8,positive,body_positive,high,body_sentiment_inference_needed
105,jalan_04_192,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/14,,ja,,,,ゆっくり過ごせる,海沿いに建っており､お部屋の大きな窓からは海一面で､日常から少し離れることができました。シャワーのみのお部屋でしたが､大浴場も雰囲気があり､何度も利用しました。お風呂上がりに､ちょっとしたアイスやドリンクもあり､外に座ってのんびりできました。泊まり客の私たちを一生懸命おもてなししてくれてるなと思える時間が過ごせました。,public_bath,booking_confusion|public_bath|view,true,jalan_latest,4d1ab9132a39,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
106,jalan_04_205,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/13,,ja,,,,おもてなしが良かった,部屋はおしゃれで子供も満足してました。食事も珍しいものもあり、おいしくいただけました。うちの子供がさわがしかったのですが、いろいろと対応していただきました。朝食時には他のお客さんに迷惑にならないように、端の席を用意してもらえました。お風呂あがりの飲み物やアイスは子供が喜んでいました。,facility_wide,,true,jalan_latest,01e0e71cde29,positive,body_positive,high,body_sentiment_inference_needed
107,jalan_04_218,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/13,,ja,,,,海の見える景色よい,記念日旅行、楽しみにしていたお宿です。 部屋からの景色も良く、夕食時にはお祝いのプレートも 用意してくださり、いい思い出になりました。 ありがとうございました。,unclear,view,false,jalan_latest,57cfba0a7fa6,positive,body_positive,high,body_sentiment_inference_needed
108,jalan_04_231,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/12,,ja,,,,ねそさんのクチコミ,新婚旅行で星野リゾートということもあり、期待してました。値段も奮発して良い部屋を予約（露天風呂付きルーム）。 他の人も書いてる人がいますが、結果は低評価でした。 ベッドは、せまい。シングル。 朝食、夕食の食器にはヒビが入って汁が垂れる。 サービスは、悪い。 初日は、荷物を持って運んでくれましたが、帰りは知らんぷり。ちなみに両手にいっぱい荷物持っていました。 ,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath,true,jalan_latest,d6daac2ae900,mixed,body_negative_with_context,high,body_sentiment_inference_needed
109,jalan_04_244,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/8,,ja,,,,大分旅行,年に一度の旅行で利用させてもらいました。2人とも10月生まれでこのタイミングでの旅行です。部屋の高級感、ゆったり感は最高でした。露天風呂から眺めは最高でしたが、上階ということで安全上必要な柵のお陰で開放感は若干下がり気味。ですが、温泉を嗜む目的では、大変満足出来ました。夕食は創作された料理で美味しいものでした。朝食も同じようにかんじましたが、もっとシンプルに,open_air_public_bath|public_bath,open_air_public_bath|public_bath|view,true,jalan_latest,ba54d398f080,positive,body_positive,high,body_sentiment_inference_needed
110,jalan_04_257,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/5,,ja,,,,おおむね満足ですが…,家族のお祝いで利用しました。部屋からの景色もよくおおむね満足ですが、ところどころ気になるところがありました。 -廊下がカビ臭い -部屋のベッドが小上がりになっているが段差が危ない。高齢の父が段差につまづき足を挫いてしまいました。段差とわかる目印が必要かと。 -食事のとき(特に朝食)、スタッフがいない。用事があるときは席を立って探しに行かないといけない。人数が,unclear,cleaning_or_maintenance|view,false,jalan_latest,bc5707f6fc1c,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
111,jalan_04_270,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/5,,ja,,,,アクティビティと足湯にこどもが大喜び,サービスや声かけはあっさりしていて忙しそうでした。施設は清潔に保たれていました。部屋や食事処の照明はやや暗めで雰囲気がよかったのですが、年寄りやこどもには不評でした。外国のお客さんが多くいましたが、大浴場はほぼ貸切状態でゆっくりお風呂にはいれました。 食事提供のタイミングはちょうどよく、テンポよく食事することができてよかったです。,public_bath,cleaning_or_maintenance|crowding|public_bath,true,jalan_latest,afc174517605,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
112,jalan_04_283,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/4,,ja,,,,夕食時間の調整の対応がとても親切でした,友人３人との九州地方の界巡り第２弾として宿泊させていただきました。石川県と岩手県から福岡空港で合流し3泊4日の中で３人の希望を叶える旅として休みを調整し急な計画となりました。お宿を予約した時点で希望の夕食時間枠が取れず困っていた所、快く調整していただき楽しい九州旅行となりました。お部屋から一望できる海も素敵で、楽しい旅にとジュースのサービスも驚きでした。また,unclear,booking_confusion|view,false,jalan_latest,4738f9c5a331,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
113,jalan_04_296,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/10/2,,ja,,,,星野リゾート,星野リゾートに初めての宿泊ということで、期待を込めて特別室に宿泊しました。 気になる点をいくつか。チェックイン時に待っていると、放っておかれて後から来た客が先にチェックイン。 男女２人だったのに、部屋着は男性用が２組用意されていた。他の方も書いていましたが、同じ９月の出来事のようで改善の時間はあったはず。下駄も一緒にフロントで交換してもらいました。 部屋にゴ,public_bath|room_open_air_bath,booking_confusion|cleaning_or_maintenance|open_air_public_bath|public_bath|room_open_air_bath|view,true,jalan_latest,6327a2065073,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
114,jalan_04_309,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/29,,ja,,,,80歳の両親へ,足が悪い父親、いつも世話をする母親二人へ感謝を込めての3人旅。部屋の露天風呂がずいぶんまたぐのに高さがあり、踏み台を欲しいと言った所、子供用。結局は入れず。シャワーのところにも座る椅子が無くでした。 ごはんは、一人4万円なので・・・そこそこを期待しましたが、お鍋に入る魚は冷凍なのでくさみがつよく、残念でした。 違うおもてなし・・・のタイプだとおもいますが、良,room_open_air_bath,open_air_public_bath|room_open_air_bath,true,jalan_latest,5ad11db375b4,mixed,body_negative_with_context,high,body_sentiment_inference_needed
115,jalan_04_322,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/29,,ja,,,,眺めが良かった,部屋から海が見え、眺めが良かったです。 お料理も美味しく、お腹いっぱいになりました。 足湯や夜店などもあり、とても楽しめました。,facility_wide,footbath|view,true,jalan_latest,7ac0a4801527,positive,body_positive,high,body_sentiment_inference_needed
116,jalan_04_335,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/28,,ja,,,,雨の日でも心地よく過ごせた別府「界」滞在記,お友達との旅館巡りで、今回は一年ぶりに「界 別府」を訪れました。 前回の印象が良かったため、再訪できることを楽しみにしておりました。 アクセス・チェックイン 生憎の雨模様でしたが、 別府駅からタクシー利用で550円と大変リーズナブル。 到着後のチェックインもスムーズで、安心感がありました。 お部屋 お部屋にはウェルカムスイーツとしてザボンが置かれており、 嬉,public_bath,access|cleaning_or_maintenance|footbath|public_bath,true,jalan_latest,a7737950f0b1,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
117,jalan_04_348,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/27,,ja,,,,イベントが楽しいお宿,イベントがたくさんあってお宿で過ごすのが楽しかったです。部屋の設備やタオル、接客は最高でしたが、料理の量は少なく感じました。,unclear,,false,jalan_latest,080369ccb1be,positive,body_positive,high,body_sentiment_inference_needed
118,jalan_04_361,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/27,,ja,,,,日常を感じない空間,ご褒美に思い切って予約しました。 到着から出発までのスタッフさん方の対応がとても丁寧で素敵でした。 お料理は魚介類がとても苦手なんですけど、予約したコースは海鮮笑 迷いましたがチャレンジだと思い、いただくと…もうどれも美味しくて 全部食べきれなかったことを少し後悔するほど。 時間を持て余す贅沢をさせていただきました。 また記念日などに利用したいと思います,unclear,booking_confusion|view,false,jalan_latest,8e2b8a61ecc7,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
119,jalan_04_374,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/25,,ja,,,,ゆったりと残暑の疲れを癒す家族旅,星野リゾート界別府に初めて宿泊、海が目の前の絶景ホテル、大分の食材を堪能できる食事も絶品でした。星野リゾートには何度も利用しているので滞在中は安心していろいろイベントに参加して寛ぐことができました。,unclear,view,false,jalan_latest,8cde0546adc1,positive,body_positive,high,body_sentiment_inference_needed
120,jalan_04_387,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/24,,ja,,,,初めての星野リゾート 界,初めての星野リゾート 界 期待していた通り海に面した露天風呂は最高でした。また肉の少ないヘルシーな海鮮中心の食事はグッド。 子供にも優しく対応して頂きました。,open_air_public_bath,open_air_public_bath|view,true,jalan_latest,20e1c474124b,positive,body_positive,high,body_sentiment_inference_needed
121,jalan_05_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/21,,ja,,,,しゅうちゃんさんのクチコミ,ネットで事前チェックして、キャンセル不可のプランで申し込みました。楽しみにしていたウェルカムシャンパンがなく、また夜のラーメンもなく、飲めない焼酎に代わっていた。ラーメンの様にみんなが楽しめるものが良いと思う。ウェルカムのお菓子が3人部屋なのに一人分しかない。フロントに伝えたが拒否された。夕食の締めに鍋に残った出汁で雑炊にしたいと申し出るも拒否。全く全てにお,facility_wide,,true,jalan_latest,ff1d2dffdecb,positive,body_positive,high,body_sentiment_inference_needed
122,jalan_05_023,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/21,,ja,,,,テンション上がった！,宿に着いて部屋に入るまでの素敵なのと高級感！ ワクワクドキドキ。部屋は海に沿って一面がガラスバリで海！最高でした。 客室露天風呂も一人でのんびり入れました。 あとは食事が楽しみでしたが、思ったよりインパクトがなく還暦で奮発しましたが少し残念だった気がします。,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,13118796e38a,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
123,jalan_05_036,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/16,,ja,,,,最高の旅行にしてくれました。,恋人との記念日旅行のため利用させていただきました。露天風呂付の部屋で景色はもちろんのこと、館内の設備、サービス共に最高でした。ご飯はとても美味しく、記念日ということでサプライズも用意してくださり、感動しました！ また必ず利用します！,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,eddd2c132e8b,positive,body_positive,high,body_sentiment_inference_needed
124,jalan_05_049,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/13,,ja,,,,少し残念,星野リゾートの施設なので、期待値が高かったので、少し残念な感じです。エレベーターに乗った瞬間あれ？何かシミがついたままになってないかな？と。エレベーター降りてから部屋までも、見た目は良いが、臭いがきつい。部屋も綺麗な作りだが、もう少し丁寧に清掃されてれば…。 後は、チェックが、複数人でやってないのかな？と思いました。部屋でチェックインするのですが、アメニティ,unclear,cleaning_or_maintenance,false,jalan_latest,17418c0a2cba,mixed,body_negative_with_context,high,body_sentiment_inference_needed
125,jalan_05_062,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/12,,ja,,,,接客は最上級,良かったところ スタッフ全て接客レベルが高い。海が良く見える部屋及び大きな窓。食事の質及び対応、食事時に料理のことや食材のことを聞いた時に即答してくれた。夕食後など縁日っぽいイベントで楽しませてくれた。 良くなかったところ 部屋の海が見える大きな窓に子供らしき手垢がべったりついていた。部屋の露天風呂が小さい。部屋は広いのにベッドはシングルだった、この価格帯の,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,b5d416738cb0,positive,body_positive,high,body_sentiment_inference_needed
126,jalan_05_075,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/9,,ja,,,,朝日にパワーを貰いました。,何と言っても、お部屋からの眺め、オーシャンビュー！海を眺めているだけでも癒されますが、ちょうど満月。夜の眺めも最高！朝は日の出にパワーを貰いました。十分に癒されました。また夕食のおいしかった事。大満足です。強いて言えば、私には朝食が白いご飯にあわせてあったのでしょうが濃かったかな？界系列に泊まるのは、２か所目ですが、どこも接客もよく気持ちよいい時間が過ごせる,unclear,booking_confusion|view,false,jalan_latest,57f3abd29cc6,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
127,jalan_05_088,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/8,,ja,,,,景色最高,部屋から見える別府湾が最高です。 露天風呂も海見えて素晴らしいです。 キャストのおもてなしの気持ちがよくわかりとても素敵な時間を過ごせました。他の星野リゾートも行ってみたいです。,open_air_public_bath,booking_confusion|open_air_public_bath|view,true,jalan_latest,25746b678d47,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
128,jalan_05_101,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/7,,ja,,,,おもてなしが良かった,スタッフの皆さんの接客がとても良く食事も満足でしたが、肉料理が少しでもあったらもっと良かった気がします。 個人的にベットのマットが柔らかめだったのが残念でした,unclear,water_texture,false,jalan_latest,b717d142169d,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
129,jalan_05_114,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/4,,ja,,,,ゆっくりお腹も身体もくつろぎタイム,朝食、夕食の他、お祭りタイムがあり屋台気分でラーメン、別府と言えば地獄温泉の温泉卵や葛アイスのサービスがありとてもお腹も心を堪能出来ました。夕食のパフォーマンスも良く、夕食後じゃらん様からです。との事で飲みものサービスもありました。お風呂のあとのアイスや柚子蜜もとても美味しかったです。お部屋も眺めも良かったです。 足湯だけは、とてもぬるくて残念でした。,facility_wide,footbath|view,true,jalan_latest,94956098d1ce,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
130,jalan_05_127,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/9/2,,ja,,,,部屋からの眺めが最高,こどもと二人旅をしました。 みなさんとても親切で接客もとても良かったです。 露天風呂付きの客室にしましたが、部屋に大きな窓があり、目の前は海で夜景も朝日もとてもきれいでした。朝日がのぼると、海にオレンジ色の光の道ができてきらきらしてあさからとても癒されました。部屋の露天風呂は予想より少し小さめでしたが、海をみながら温泉にはいることができました。 夜はお祭りの,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,33ec6a6deb3d,positive,body_positive,high,body_sentiment_inference_needed
131,jalan_05_140,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/30,,ja,,,,30年も前と同じ場所,ここは30年振りでとても懐かしくなりました。温泉は源泉掛け流しで泉質はとても気持ち良いです。今回は私の還暦祝いで主人と二人で泊まりました。手湯、温泉いろはでのミスト作り、スマートボール、記念日プランでブリザードフラワー、記念写真等素敵な思い出が出来ました。部屋の露天風呂は背が低い私は足が伸ばせ、十分寛げました。あまり時間が無く、12時迄居られ無かったし、夜の,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath|view|water_texture,true,jalan_latest,839951c7ff2c,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
132,jalan_05_153,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/26,,ja,,,,夏祭り・花火,チェックインの時の担当者の方が予約内容を確認されていないまま対応され驚きました。 大人5名・小学一年生・年中幼児・1才10ケ月2名・全員分の支払いを支払いして予約していましたが「添い寝の方は事前に連絡して貰わないと」と､不穏な対応｡支払いも行っている事を説明すると 何の断りもなく手間取っておられました。 事前に情報確認されて頂きたいです。 とても残念な気持ち,facility_wide,booking_confusion|view,true,jalan_latest,0cd0407c758c,mixed,body_negative_with_context,high,body_sentiment_inference_needed
133,jalan_05_166,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/24,,ja,,,,部屋からの景色が最高です！,今回、日頃の疲れを癒す目的として「界 別府」を利用しました。その目的通り部屋に入った瞬間から窓からの景色に感動し、とても癒されました！！ 夕飯も朝食もすべて美味しく、今回の旅でこちらを選んで本当に良かったです！！ 食事を運んでくださった方とも少しお話しができ、すごく楽しい時間となりました！ ただエレベーターを降りてから部屋までの廊下がカビ臭く、そこが唯一残念,unclear,booking_confusion|view,false,jalan_latest,be95c3137347,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
134,jalan_05_179,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/23,,ja,,,,期待していた界,年に何度か色々な所に宿泊します。今回初めて界に宿泊しました。 海沿いなので、お部屋から海が一望できますが、お風呂から見えません。もったいないなぁ～ 同じ海沿いの宿泊施設にも何度か泊まりましたが、海が見えとても良かったので期待していました。 食事、ちょっと残念だったかなぁ～ 足湯がありましたが、陽が沈まないと、入れませんね…暑くて～なんか、屋根か日除けがあれば,facility_wide,footbath|view,true,jalan_latest,f1eed390edba,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
135,jalan_05_192,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/18,,ja,,,,憧れの星野リゾート,妻が「憧れの星野リゾートに泊まりたい」というのでこの度利用。 部屋、接客ともに言うことなし！ 部屋から見える壮大な別府湾も最高でした。（少しモヤってたのが残念） 部屋付き露天風呂の温度調整もしてくださり、温泉には長めに浸かれました。 晩御飯もここで食べたかったですが、好き嫌いの激しい子どもが食べられるものがなさそうだったので晩御飯は外だったのが残念でした（外,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_latest,366bdb13019c,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
136,jalan_05_205,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/14,,ja,,,,星野リゾートと狼狽えず,さすがの星野リゾート、全てのスタッフの教育の行き届きよう。 素晴らしいの一言。 ホテルからの眺めは最高。 星野リゾート と高飛車な事はなく、至ってシンプル 親切、あたたかい。 是非 皆様も行ってみられまし。,unclear,view,false,jalan_latest,956fb7471de8,positive,body_positive,high,body_sentiment_inference_needed
137,jalan_05_218,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/10,,ja,,,,素敵な旅館,ひとり旅で利用しました。弾丸だったので不安でしたがスタッフさん皆さん優しくて安心して過ごすことができました。次は大切な人と一緒に行きたいです。,unclear,,false,jalan_latest,c79cf9acc089,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
138,jalan_05_231,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/8,,ja,,,,ホスピタリティ溢れる対応でした！,結婚記念日を兼ねて二泊しました。 チェックインの際、それを伝えたら夕食のデザートにプレートを用意してくださったり、食べ終わるタイミングを見計らって写真をフォトフレームにしてくださったり…。 また、足湯や手湯はもちろんのこと、ミスト作りや夜店など飽きさせることなく「非日常」を優しく後押ししてくれる配慮が満載でした。 食事は、とりわけ二日目の夕食が全て美味しかっ,facility_wide,footbath,true,jalan_latest,dadebcc46c10,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
139,jalan_05_244,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/8/7,,ja,,,,初めての界！,子育てが落ち着き、たまには思いっきりゆっくりしたい、そして趣味を見つけたいと思い、星野リゾート巡りを思いつきました。 以前からTV等でとても良いという情報をよく聞いており、まずは近場を予約しました。 チェックインで駐車場に着くと、すぐにスタッフの方がお迎えに来てくれて荷物を運び、部屋へと案内してくれました。部屋に着くと、部屋の内観・広さ、部屋からの景色も最高,open_air_public_bath,access|booking_confusion|chlorine_smell|open_air_public_bath|view,true,jalan_latest,81e571fef022,negative,negative_signal_tag,high,body_sentiment_inference_needed
140,jalan_05_257,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2025/7/24,,ja,,,,楽しいイベントを工夫,サービスは、評判どおり満足できます。今回は、懐かしい旧友との旅行だったので、存分に楽しみました。 まあ、夫婦で、温泉旅行のゆったりとした時間を過ごしたいと思っておられる方には、サービス視点は少し違うものかもしれませんね。 熱めのお風呂は、大満足でした。,facility_wide,booking_confusion,true,jalan_latest,8a758441000a,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
