sample_no,source,source_subtype,review_id,review_date,stay_date,author,profile,rating,bath_score,language,is_onsen_related,bath_area_tags,matched_keywords,room_or_plan,title,body,source_url,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
1,Jalan,jalan_current,15391325,2026/6/28,,,,,3,ja,True,room_bath,内湯;湯;工事,,その名のとおり割烹旅館という感じです。,夕食はお刺身と和牛が美味しかったです。そこそこ豪華でボリュームもありました。朝食は地獄蒸しを模してか、せいろ蒸しまで出てきてお腹がいっぱいになりました。 ただ、お部屋は内湯を含めてそろそろリニューアルが必要なのではと思います。隣の敷地で工事をしていたので防犯面も気になりました。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_negative_with_context,high,body_sentiment_inference_needed
2,Jalan,jalan_current,15367984,2026/6/15,,,,,1,ja,True,facility_wide,風呂;湯;予約,,評価を参考に宿泊したのですが…,予約時間ぴったりに 駐車場に着きました、お出迎えもなく荷物を持って フロントへ、誰もいなく、探したり声かけたりして やっと係の方が出てこられましたが、 ご挨拶もたしてなく、部屋までの案内の時も 荷物持ちましょうかの一言も無しでびっくりでした、 夕飯は部屋食なので ゆっくりできました、お刺身などは美味しかったのですが ウニが外国産で匂いと味がきつかったです 内風呂と外風呂の間に2ケ所ガラス戸があるのですが ほかの方も書かれてましたが、 ガラスが湯垢で真っ白で 不衛生でした、 朝食も部屋食なのでゆっくり頂けましたが 参考例の朝食写真とは程遠く ご飯のおかずになるようなものがなく お漬物や卵などもなく 朝食は美味しくなくがっかりでした,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
3,Jalan,jalan_current,15327100,2026/5/27,,,,,5,ja,True,room_bath,風呂;源泉;掛け流;予約,,部屋食と部屋風呂が最高！,部屋での、源泉掛け流し風呂が気持ち良かったです。部屋食が魅力で予約しましたが、落ち着いて食べられたのはとても良かったです。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
4,Jalan,jalan_current,15304117,2026/5/17,,,,,3,ja,True,room_bath,温泉;風呂;熱;水;予約,,料理が残念,今回、口コミと宿の料理、部屋、風呂など写真で拝見してお世話になりました。部屋については畳が沈んでいる為か敷居に足を何度かぶつけました。料理を運んでくる係の方もつまずいていました。料理は当初予約を決めた時には高評価でしたが、予定日が近くなった頃に確認してみると、低い評価が続いていたので心配になりましたが、やはり私も同じ結果となりました。特に旅館の朝食と言えばご飯が進んでお代わりしたくなりますが、今回出されたおかずではご飯が進みませんでした。ハイクラスと言われる宿の朝食とはとても信じられない物でした。部屋のお風呂はかなり熱く、かなり水を入れないと入れませんでした。 総評としては、宿の1番の楽しみは料理、温泉なのでせめて料理だけでも満足したかったです。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
5,Jalan,jalan_current,15230120,2026/4/17,,,,,4,ja,True,private_bath,風呂;貸切,,料理がやや不満,店構え、お部屋、お風呂【貸切風呂、部屋の風呂】、サービスとも、とてもよかった。ただし、お料理にはがっかりした。夕食の全体的食材、一部お料理の味付け【蛤のお吸いもの等】 残念この上ない。今後の改善に期待したい！,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
6,Jalan,jalan_current,15229723,2026/4/17,,,,,2,ja,True,room_bath;family_bath,風呂;湯;水;蚊,,ご飯は美味しいけど、、、,今回初めての利用でした。 口コミを事前にみていたので何となく想像はついてましたが、お部屋や水回りに経年を感じました。 特に部屋風呂のシャワーホルダー部分の木材が朽ちており今にもはずれそうでした、、、。 また、部屋周りに緑が多かったこともあるためか蚊や羽がついた大きい蟻が部屋の畳に何匹もいたりと0歳児を連れての宿泊だったので刺されないか不安でした(>_<) しかし、食事はとても美味しくお腹いっぱいになり赤ちゃん連れにも優しい対応をしていただき感謝しています！ 家族湯はとても清潔感があり素敵でした！！,https://www.jalan.net/yad324134/kuchikomi/,negative,low_rating_negative_body,high,body_sentiment_inference_needed
7,Jalan,jalan_current,15204220,2026/4/5,,,,,4,ja,True,facility_wide,温泉;風呂;露天,,大満足でした。,御料理、スタッフの方々の丁寧な接客に大満足のお宿でした。 設備等はやや古さを感じる部分もありましたが、滞在中は露天風呂や部屋から見える景色など、温泉で体を癒すとともに、心も癒されました。 木々の季節毎の変化も楽しみに、また違う季節に 伺いたいです。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
8,Jalan,jalan_current,15185520,2026/3/28,,,,,4,ja,True,family_bath,温泉;風呂;湯;源泉;熱;家族風呂;予約,,さすが割烹旅館♪,チェックインより早めの到着にも関わらず、笑顔で案内していただき助かりました。提供されたお茶菓子も他処より高級感がありとても美味しかったです。 ただ、お部屋の内部をもう少し詳しく案内してもらえたら良かったかな。肝心の内風呂について、場所や特徴などの説明はなく、体験して知るかたちでした。部屋は間仕切りが多く、探検気分で場所を確認、楽しみましたが、温泉の意外な熱さには驚きました。湯もみしてできるだけ源泉を楽しみましたが、子どもなど警戒せずに入ると少し怖いかな、と…。 あと、もう少しお風呂場に清潔感が感じられると良いですね。使用中のタオル掛けなども少し多めにあると助かります。（欲を言えば、ドライヤーもランクアップを） お料理はさすがでした！一品一品が独創的で、味も見た目も、香りも食感も全てが素晴らしかったです。それぞれが適温で提供されるため、どれも最高の状態でいただけます。季節に合わせ桜をふんだんに盛り込んだお料理は、春本番を迎えた喜びをみんなで共有している気分にさせてくれました。大分和牛のしゃぶしゃぶも大変おいしかったです！ 全体的に量もちょうど良く、最後までワクワクしながらいただきました。ごちそうさまでした！！ 最後に、家族風呂の利用法については、「空いていたら入れる」ではなく、予約制にするなど、もう少し効率的で公平なガイドを検討する余地があると思います。 お世話になり、ありがとうございました！！,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
9,Jalan,jalan_current,15181428,2026/3/25,,,,,5,ja,True,facility_wide,温泉;風呂;浴;掃除,,評価通りのお勧め旅館,今回は急な旅行にも関わらず料理、接客、演出全てにおいて感動を覚える程の旅館でした。 お部屋、建物は少し時代を感じますが、それが風情とも感じる事の出来る雰囲気でもあり、お風呂も温泉ならではの雰囲気が感じられる程でした。 掃除は行き届いていますし、バスタオル、フェイスタオルは使いたい放題で入浴毎に新しい物を使用できる配慮でとても嬉しいサービスでした。 価格もリーズナブルでしたし、料理は味付け、量、品数において大満足でした。 接客においてもお出迎えから案内、滞在の説明、特に送迎時には大雨の中、その後の観光にお気遣いをいただきタオルまで準備、提供のサービスまでしていただき本当に感謝、感動しました。 滞在中の飲み物にも冷たい、温かいなど個々に配慮までしてもらえる対応で申し分ない宿でした。 大分別府に利用の際には是非再利用したいと良き旅でした。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
10,Jalan,jalan_current,15155979,2026/3/14,,,,,3,ja,True,facility_wide,風呂;汚;狭,,とにかく料理が最高でした。,思ったよりも狭い部屋でした。 お風呂も殺風景でもう少し工夫が欲しいなと思いました。 窓が汚れているのも気になりました。 が、兎にも角にも、料理が最高。 全て美味しく頂きました、ありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
11,Jalan,jalan_current,15149395,2026/3/11,,,,,3,ja,True,room_bath,風呂;露天;内湯;湯;肌;熱;水;熱すぎ,,牛しゃぶ美味でした,各お部屋が独立していたので、ほかのお客さんとは1度も会うことがなく、とても静かでのんびりできました。期待していた部屋風呂なのですが、、、まず内湯の天井から水滴がぽたぽた落ちてきます。避けたくても、ちょうど湯船に落ちるので、必ず体のどこかに当たります。そして、その水滴に当たると、何回かに1度、肌が黒くなります。天井に生えている苔でしょうか。瞼や頭に何度か垂れたので、少し嫌でした。内湯はやめて、隣の露天風呂に移動。こちらは、落ち葉などが入らないように網の蓋がされていて、ありがたかったのですが、私たち夫婦にはとにかく熱すぎて、、、。湯かき棒も用意してもらっていたので、しばらく混ぜていたのですが、それでも耐えられず。他の宿に泊まった時は、「熱すぎる場合はこうして下さい」という説明があったのですが、こちらのお宿は特に説明がなかったので、ただただ私たちには熱すぎただけなのかもです。内湯の水滴と苔については、少し拭いて欲しいと宿の方にお伝えしましたが、対応できないので避けながら入ってくださいとの事でした。 食事は夕食朝食ともにお部屋で頂きました。夕食のお刺身、一種類少ないなぁと思ったら、乗せ忘れとの事。こちらは直ぐに対応してくれました。新鮮なお魚でとても美味しかったです。特に、和牛のしゃぶしゃぶが絶品で、甘みがあり、くどさも無く、とても美味しかったです。名物のとり天も追加し、辛子とポン酢で頂きましたが、こちらもとても美味しかったです。 朝食もどれも美味しかったです。 お布団も腰が痛くならず、寝心地が良かったです。 お風呂だけが少しあれでしたが、それ以外はとてもいいお宿でした。ありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
12,Jalan,jalan_current,15128209,2026/3/2,,,,,4,ja,True,facility_wide,温泉,,ゆっくりできました。,この日は雨で駐車場まで傘を持って出迎えていただき助かりました。 脚の悪い高齢の母との旅行だったのですべて部屋で過ごせる宿にしました。部屋も温泉もゆっくりできました。ただ口コミで評判が良かった食事は私的には少し残念でした。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
13,Jalan,jalan_current,15122056,2026/2/27,,,,,5,ja,True,room_open_air_bath;private_bath,風呂;露天;貸切,,お料理、接客が素晴らしい,叔母達と女3人で宿泊しました。 場所は看板が出てなかったので迷いましたが、出迎えのスタッフさんが感じよく疲れも取れました。 部屋は食事をする部屋もある広々な和洋室でした。 フロントの隣なのでザワザワするかと心配していました が、静かに過ごせました。 露天風呂付きの部屋ではなかったですが、貸切できる露天風呂が広くてゆっくりできたので、私はこちらのお部屋で良かったと思いました。 宿泊を考えてる方は、この部屋がお勧めです。 夕食は目にも美しく味付けも良く、さすが割烹旅館だと叔母達も絶賛してました。 朝食も美味しかったです。 一つだけ叶うなら柔らかい低めの枕があればいいなぁと思いました。 全てにおいて素晴らしかったのでまた利用したいと思います。お世話になりました。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
14,Jalan,jalan_current,15082011,2026/2/10,,,,,4,ja,True,room_bath;family_bath,風呂;露天;内湯;湯;家族風呂,,ぶらっと地獄巡りに最適,一見わかりづらい宿ではあったが、どこか風情を感じる宿です。和の個室を入ると中は広々，清潔感もありおもてなしのお茶と菓子が出される。何と言っても内湯に露天風呂（湯の温度は自身で調整） 若干、内湯の方がツルっと感があったのは‥気のせいでしょうか。 素泊まりだったので車で7、8分、別府タワーの近隣の繁華街で夕食と夜景を楽しんだ後，宿に戻り屋外にある家族風呂で1日の疲れを癒す。家族風呂と言っても10人くらいは悠々と入れる広さがあり、星空を見上げながら‥なんとも至福のひと時であった。ちなみに家族風呂には、バスタオル&タオルが置かれており手ぶらで行けるのが嬉しい。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
15,Jalan,jalan_current,15075523,2026/2/7,,,,,5,ja,True,facility_wide,温泉,,今年も良い記念日となりました！,昨年に引き続き大変良い記念日となりました。前回と一部変更になった部分があり、宿泊をどうしようかと迷ってましたが、予定通り宿泊させていただきました。ですが、温泉、食事は変わらず満足させていただき、そしてそれ以上にスタッフの方々のおもてなしは最高で、主人ともやっぱりここにして良かったね！と話しながら宿を後にしました。またこちらのわがままにも関わらず、臨機応変にご対応いただき、ありがとうございました。今年も良い記念日となりました。 今回は予定があり、チェックインが遅く、翌朝は早いチェックアウトとなりましたが、来年は宿での時間を長く過ごせるよう予定を立てたいと思います。 今回ご対応いただいたスタッフの方々と、また来年お会いできますように…,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
16,Jalan,jalan_current,15069399,2026/2/4,,,,,5,ja,True,facility_wide,風呂;湯;熱;熱い,,料理はもちろんスタッフのおもてなしも最高でした,高齢の母親とお世話になりました。料理は出汁が美味しく和牛のしゃぶしゃぶはとろけそうな柔らかさでした。仲居さんの親切で丁寧な心温まる接客は大満足でした。部屋の内風呂も熱いぐらいでしたがいい湯でした。次回は飛行機の時間を気にしないようなスケジュールを組みたいと思います。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
17,Jalan,jalan_current,14973383,2025/12/23,,,,,5,ja,True,facility_wide,温泉,,のんびり温泉,静寂に包まれゆっくり出来たのでよかったです 。 ここに決めたのはある意味わたし達夫婦にちょうどよかったからかな、 食や慌ただしさも無くぴったりのプランでした。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
18,Jalan,jalan_current,14966626,2025/12/20,,,,,3,ja,True,facility_wide,温泉;風呂;湯;熱;ぬる;熱い,,大変結構でした。,夫婦二人で利用させて頂きました。感じ入った事は沢山ありますが、その１つに出された料理の質とボリューム（特に夕食は食べきれぬほどの量）が挙げられます。盛られた器にも気を使われていました。さすが「割烹旅館」と名乗っているだけのものはありました。仲居さんの旅館愛・別府愛溢れる接客も良く、自然と溢れる笑顔は印象的でした。 1つだけ残念だったのは「内風呂」の湯音の最初がぬるかったこと。熱い温泉が出る栓が湯舟の奥にあり、それをひねって対処できましたが、湯音が程よい温度になるまでに時間を要しました。それを含めても満足できた旅館でした。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
19,Jalan,jalan_current,14958545,2025/12/16,,,,,5,ja,True,family_bath,温泉;風呂;露天;家族風呂,,新婚旅行にオススメ,ゆったりのんびりしたい方におすすめのお宿です！ 新婚旅行で、初めての九州旅行に行きました。雰囲気が素敵で料理が美味しそうでこちらの宿を選びました。 お部屋は一個一個戸建てになっておりお食事も部屋で食べられるので、夫婦でゆったりした時間を過ごせました。部屋の中に温泉、露天風呂がついていてとっても豪華でした。また、家族風呂は空いてれば何度でも入れるとのことで、夜と朝で2回入りました。家族風呂は広々としおりとってものんびりできてよかったです。スタッフの方の気遣いも素晴らしく、コンセントが少なく少し不便だなーと思っていたらこちらから何も言わずとも延長コード必要か聞いてくださり、旅行の話をした時もるるぶを貸してくださいました。また、新婚旅行であることも言っていませんでしたが、指輪が綺麗で新婚旅行か聞かれ、ドリンクの最初の一杯もサービスで料金を引いていただきました。 お料理も絶品で、どれも美味しかったです！また機会があればぜひ行きたいと思います！ ありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
20,Jalan,jalan_current,14951977,2025/12/13,,,,,5,ja,True,facility_wide,温泉,,70才代 夫婦で宿泊,今回一泊で宿泊させていただき 早めに到着したにもかかわらず 快くお部屋に案内して頂きありがとうございました とてもありがたかったです 鉄輪バス停から5分位のところで安心しました お部屋は明るく綺麗で長めのソファーがありそれが心地よく気に入りました お部屋から出ずとも朝夕お食事ができすべて美味しく頂きました特におおいた和牛大分県産の白米美味しかったですお部屋の温泉に浸かり癒されました とても親切な対応して頂きありがとうございました,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
21,Jalan,jalan_current,14945388,2025/12/10,,,,,5,ja,True,private_bath,温泉;風呂;露天;湯;浴;貸切;汚;掃除;予約,,感動的なホスピタリティと最高の温泉・料理。感謝を込めておすすめします。,家族の誕生日祝いと自分の快気祝いを兼ねて、宿泊の数日前に急遽予約しました。結果として、この宿を選んで大正解でした。心から感謝しています。 お風呂（お部屋の内風呂、貸切露天風呂）、お食事、お部屋、設備、すべてにおいて大満足でした。 特に感動したのは温泉の質です。腰痛がひどい父が、入浴後に「痛みが和らいだ」と大変喜び、いつもは温泉でも1日1回しか入らないのに、滞在中は何度も湯浴みを楽しんでいました。その効果に驚いています。 建物は老舗旅館ですが、お掃除が隅々まで行き届いており、汚れや匂いなど気になる点は全くありませんでした。清潔感があり、快適に過ごせます。 食事も格別です。今回は2泊しましたが、1日目と2日目で朝食も夕食もほぼ内容が重複することがなく、どれも非常に美味しくいただきました。予想していなかったような素晴らしいメニューもあり、料理長のおもてなしの心を感じました。 旅行初日は電車の遅延（鉄道会社に非はありませんが）で疲れと不安を感じていましたが、宿に到着した際のスタッフの方々の温かく優しい出迎えに、心が解き放たれました。滞在中も、恐縮するほど細やかなお気づかいをいただき、忘れられない思い出となりました。 正直なところ、これ以上人気が出たら予約が取りにくくなるのでは、という不安もありますが、それ以上にこの素晴らしい宿の魅力を共有し、感謝の気持ちを伝えたく、口コミを書き込みさせていただきます。 本当にありがとうございました。また必ず宿泊したいです。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
22,Jalan,jalan_current,14922562,2025/12/1,,,,,5,ja,True,facility_wide,風呂;予約,,パーフェクト,家族旅行で初めて利用しました。 部屋数が少ないので早めに予約しました。 雰囲気や部屋、料理、お風呂、接客など 大変満足で最高でした。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
23,Jalan,jalan_current,14920226,2025/11/30,,,,,5,ja,True,facility_wide,温泉,,リピーターです。,4度目の訪問。 こちら、お部屋もお食事も温泉も従業員さんも満点です！夫婦で大好きなお宿。夫の左利きをキチンと覚えていてくれて食事時に左利き向きにお膳を整えてくれます。そこまでの気遣いが出来るお宿はそうそうありません。 今回も大満足な滞在となりました。 来年も、勿論訪問する予定ですが、今のままの営業スタイルで続けて欲しいと切に願うばかり。あの居心地の良さを失わないで頂きまたいです。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
24,Jalan,jalan_current,14919266,2025/11/30,,,,,2,ja,True,family_bath,温泉;風呂;湯;浴;家族風呂;臭;改装;狭,,樹齢200年の楠木に感慨深くなりました。,天女のような気配り満点の仲居さん。朝も夕も食べきれない量でした。生野菜NGなので煮物にチェンジありがとうございました。料理、お茶コーヒーとも美味しいと母が感謝していました。 辛口口コミで申し訳ありません。 医療からサービス業経験からの意見です。 母は腹膜透析をしており主治医の許可で浴槽に入れることになりました。今まで旅行三昧してきてますが高齢てすし次があるかはわかりません。 チェックインお部屋で宿帳記入する時透析液をかける所が気になってたら、男性スタッフの方が指を小刻みに動かしてイライラ又はくせでしょうか焦って記入しました。何かのさいとで１２時まで可能とかみたので延長聞くと、明日は忙しいので無理です。とキッパリ！宿泊までの確認の電話はとても優しくて丁寧で安心してたのですが 荷物を取りに後から行きました。車からキャリーバッグを先に降ろして他の荷物を出そうとしたら車が入ってきてカップルが降りられカップルがキャリーバッグ１個をポンと置いたらお決まりのように男性スタッフはそれを持って案内されてました常連さん？私はキャリーバッグと透析機器類で両肩両手ふさがり手動ドア前で荷物を一旦置いてから入る。私が先に置いてたキャリーバッグを通りすぎての行為、少し残念。お部屋はカウンター横から入室最初にシングルドアがあり休憩室を改装されたのか変に戸棚とかドアがあり、ソファーの座り心地悪いし動線邪魔している。一番嫌な思いは急須の先ひび割れ中網なし、縁起悪いのでひび割れは家でも使いません。加湿器のフロート交換なしで青色が白くあせており加湿器使うと部屋が臭くなるリマした生臭い臭いです。フィルターまでは見てません。なんとなくタバコ臭。お風呂は狭くて木が古く狭いしかけ流しというより湯量少なくてチョロチョロで残念。トイレマット薄っぺらでズレてしまう。トイレのタオルもヨレてて洗濯しての使い回しは抵抗ありました。 朝食は地元の新鮮生卵か温泉ゆで卵を期待していました。帰りの道中で家族風呂日帰りに入って帰宅、時々認知の母は帰りに入った風呂が良かった、お宿については料理が多かったねー美味しかったと言っております。母の満足をありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
25,Jalan,jalan_current,14911920,2025/11/26,,,,,5,ja,True,room_open_air_bath,温泉;風呂;露天;水;浴;予約,,最高の1日でした。,まずは、本当に楽しく居心地の良い1日をご提供してくださいまして誠に有難う御座います。 九州初上陸という事で、有名な別府温泉街の旅館で探していたところ当ホテルをお見かけしました。 当初は、客室露天のお部屋が空いていればと思っていた為に内風呂のお部屋のみ空いていたという事で、他の旅館と比較してしばらく悩んでいましたが、食事の内容と接客満足度の高さから予約させていただきました。 当日は土地勘もなかった為、車のナビを使ってお伺いしましたが道に迷ってしまい少し遅れる旨連絡したところ、大変丁寧かつ分かりやすく道案内をしていただきありがとうございます。 また、紹介文である通り食事の内容と浴場の雰囲気ともに心地よく、満足のいく内容で部屋選びに悩む必要がなかったなと思ったのと滞在できて良かったな感じました。 最後になりますが、到着から翌日の朝帰りまで細かな気遣いを感じさせてくれた仲居さんには本当に感謝してもしきれません。 夕食時のお酒の話から近隣のオススメスポット等、教えていただきましてありがとうございました。 お勧めしてくださいました男池湧水群もとても素敵な場所で楽しめました、本当にありがとうございます。 九州初めての旅で当旅館に滞在できて本当に良かったと思います。 また来年も九州旅をしたいと考えているので、その際は利用させていただきたいと考えています。 ご対応頂いたスタッフの方々、本当にありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
26,Jalan,jalan_current,14900336,2025/11/22,,,,,5,ja,True,facility_wide,温泉;風呂;湯;お湯,,部屋にある温泉が最高！,最初入ったときはフロント横の小さなドアを開けて通されたので不安でした。というのも他の部屋はどこも入り口が立派でしたから。でも中に入ると広く、ベッドルーム、リビングにはソファーが2台あり、食事する部屋も室内の廊下を隔てて別にあり和室にテーブルと椅子がありました。内風呂は広く清潔でいつまでも入っていたい温度となめらかな温泉でした。今回、別府、鉄輪、明礬、湯布院と5泊の旅で最高級の旅館にも泊まりましたが、お湯はここがいちばんだったかもしれません。お料理も量が少ないコースを選びましたが、クオリティが高く大変満足でした。宿のみなさんも温かいおもてなしでくつろげました。ずっと残って頂きたい良い旅館です。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
27,Jalan,jalan_current,14851179,2025/11/2,,,,,5,ja,True,facility_wide,風呂,,おもてなし最高,きめ細かいおもてなしが最高でした。料理もおいしく、贅沢なひとときを過ごすことができました。特にお風呂はおすすめです。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
28,Jalan,jalan_current,14844463,2025/10/30,,,,,3,ja,False,,,,料理が最高,朝食 夕食共に質 量共に最高に美味しかったです。 仲居さんの接客も素晴らしく想い出に残る旅行になりました。,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
29,Jalan,jalan_current,14838842,2025/10/28,,,,,5,ja,False,,,,家族でゆっくり過ごすことができました。,初めての宿泊だったのですが、とても丁寧な接客と素敵な空間に家族全員癒されました！ 特にお料理がとても美味しく、見た目もとても綺麗で、手の込んだ素敵なお料理に感動しました。 スタッフの方々が皆さん、とても親切で素敵な笑顔だったのも印象的で、また機会があれば宿泊したいなと思いました！,https://www.jalan.net/yad324134/kuchikomi/,positive,body_positive,high,body_sentiment_inference_needed
30,Jalan,jalan_current,14829853,2025/10/24,,,,,5,ja,True,facility_wide,温泉,,割烹旅館ならではの満足感,今回娘と2人で行ったのですが、料理・温泉・部屋・サービスどれを取っても大変満足感が高い宿でした。温泉旅館は大好きで、かなりの宿に泊まっています。だから結構厳しい目でチェックしますが、一点を除いて不満はありませんでした。特に良かったのが食事です。仲居さんの大変気持ちの良い接客を受けながら、大変美味しい創作料理を、部屋食でゆっくり頂くのは最高でした。亡くなった両親の遺影を持って行ったのですが、遺影にお茶をお供えして頂いて感謝しております。ありがとうございました。またぜひ宿泊させて頂きたいと思います。そんなにいい宿だからこそ、尚更残念に思った事を敢えて1つだけ言います。それは宿にチェックインする際、ちょっと待たされた事です。チェックインが始まる時間帯に混み合う事は当然お分かりになっているはずです。私達が到着した時も、直前にお客様が着いた直後でした。しかしご案内係の方はお一人しかおらず、前のお客様の受付、部屋のご案内等で10分程待たされました。人手が足りない等の事情はおありかと思いますが、チェックイン後は他に数人の従業員の方をお見かけしましたので、ちょっと残念に感じました。 しかし他は何の不満もなく前述の通り大変満足致しました。ありがとうございました。 次回宿泊出来る日を楽しみにしております。,https://www.jalan.net/yad324134/kuchikomi/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
31,Jalan,jalan_archive,14549640,2025/7/5,,,,,3,ja,False,,,,接客が良かった,観光案内等、親切でした。 また女将さんやスタッフの皆様の心遣いが素敵でした とても心地よく過ごせました。 また宿泊したいです 有り難うございました。,https://www.jalan.net/yad324134/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
32,Jalan,jalan_archive,14522439,2025/6/22,,,,,5,ja,True,room_bath;family_bath,風呂;露天;湯;お湯;家族風呂;虫;古い;掃除;予約,,お湯、お料理、おもてなしが最高でした。,父の日プレゼントで、高齢の父と宿泊させていただきました。 割烹旅館というだけあって、お料理が最高でした。 予約後に、メールでのやり取りや電話での確認があり、安心して出発できました。(スタッフさん、ありがとうございました。) 当日、チェックイン後に美味しいお茶と和菓子のサービスがありましたが、父の日仕様の和菓子が可愛く、美味しかったです。 旅館の建物は古いけれど、掃除が行き届いていました。 露天風呂に、虫や落ち葉が入らない様に、網戸を置いて下さっていましたし、高齢の父用に、洗い場には介護チェア(？)を置いてくださっていたので助かりました。 食事は朝夕とも部屋食でしたが、担当のスタッフさんから素晴らしいおもてなしを受け、良い旅の思い出ができました。 家族風呂が無料で利用でき、お部屋のお風呂だけでなく、広いお風呂も堪能できました。 またお世話になりたいです。 ありがとうございました。,https://www.jalan.net/yad324134/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
33,Jalan,jalan_archive,14517539,2025/6/19,,,,,5,ja,False,,,,1泊2日の別府旅行,お部屋も料理も満足ですが スタッフの皆さんの心のこもった対応に 大変癒されました 有り難うございました。,https://www.jalan.net/yad324134/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
34,Jalan,jalan_archive,14511349,2025/6/15,,,,,4,ja,False,,,,おもてなしがとても良かった,結婚記念日に夫婦で利用させてもらいました。 旅館の方は皆さん親切丁寧な接客をされていました。 料理も美味しく、朝食のご飯のお供も品数も多く味も美味しく夫婦でご飯のおかわりをしたほどです。また利用したいと思います。,https://www.jalan.net/yad324134/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
35,Jalan,jalan_archive,14511330,2025/6/15,,,,,5,ja,True,facility_wide,温泉,,全て最高でした！,彼女の誕生日旅行のお宿、プロポーズの場所として利用させていただきました！誕生日ケーキや花束の準備などサプライズにもご協力いただき最高の思い出となりました！スタッフの方のおもてなしにとても癒されました！お食事、温泉ともに最高で看板犬の豆柴くんもとても可愛いかったです！また大分旅行に行く際は利用させてもらいたいです。,https://www.jalan.net/yad324134/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
36,Jalan,jalan_archive,14500067,2025/6/10,,,,,5,ja,True,facility_wide,温泉;湯,,お気に入りの宿です。,リピーターです！すべてが最高に心地よい宿です。雰囲気も建物も、とても気に入ってます。食事も部屋食で、タイミングよく出して下さるので、見て楽しみ、お味も最高です。又、温泉も貸し切り湯、部屋の湯、どちらもとても気持ち良いです。お部屋も毎回変えて下さって、とても楽しんでいます。スタッフの皆様の心配りが最高のお宿です！,https://www.jalan.net/yad324134/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
